,State,stateFIPS,Date,Total Cases,Incremental Cases,moving_average
5130,NH,33,2020-05-01,2295,152.0,82.71428571428571
5181,NH,33,2020-05-02,2403,108.0,88.42857142857143
5232,NH,33,2020-05-03,2499,96.0,91.42857142857143
5283,NH,33,2020-05-04,2573,74.0,92.57142857142857
5334,NH,33,2020-05-05,2621,48.0,88.42857142857143
5385,NH,33,2020-05-06,2721,100.0,95.85714285714286
5436,NH,33,2020-05-07,2822,101.0,97.0
5487,NH,33,2020-05-08,2918,96.0,89.0
5538,NH,33,2020-05-09,2979,61.0,82.28571428571429
5589,NH,33,2020-05-10,3043,64.0,77.71428571428571
5640,NH,33,2020-05-11,3128,85.0,79.28571428571429
5691,NH,33,2020-05-12,3213,85.0,84.57142857142857
5742,NH,33,2020-05-13,3273,60.0,78.85714285714286
5793,NH,33,2020-05-14,3348,75.0,75.14285714285714
5844,NH,33,2020-05-15,3459,111.0,77.28571428571429
5895,NH,33,2020-05-16,3546,87.0,81.0
5946,NH,33,2020-05-17,3586,40.0,77.57142857142857
5997,NH,33,2020-05-18,3620,34.0,70.28571428571429
6048,NH,33,2020-05-19,3710,90.0,71.0
6099,NH,33,2020-05-20,3710,0.0,62.42857142857143
6150,NH,33,2020-05-21,3920,210.0,81.71428571428571
6201,NH,33,2020-05-22,3997,77.0,76.85714285714286
6252,NH,33,2020-05-23,4074,77.0,75.42857142857143
6303,NH,33,2020-05-24,4135,61.0,78.42857142857143
6354,NH,33,2020-05-25,4185,50.0,80.71428571428571
6405,NH,33,2020-05-26,4219,34.0,72.71428571428571
6456,NH,33,2020-05-27,4276,57.0,80.85714285714286
6507,NH,33,2020-05-28,4379,103.0,65.57142857142857
6558,NH,33,2020-05-29,4379,0.0,54.57142857142857
6609,NH,33,2020-05-30,4541,162.0,66.71428571428571
6660,NH,33,2020-05-31,4644,103.0,72.71428571428571
6711,NH,33,2020-06-01,4678,34.0,70.42857142857143
6762,NH,33,2020-06-02,4738,60.0,74.14285714285714
6813,NH,33,2020-06-03,4784,46.0,72.57142857142857
6864,NH,33,2020-06-04,4866,82.0,69.57142857142857
6915,NH,33,2020-06-05,4866,0.0,69.57142857142857
6966,NH,33,2020-06-06,5007,141.0,66.57142857142857
7017,NH,33,2020-06-07,5033,26.0,55.57142857142857
7068,NH,33,2020-06-08,5069,36.0,55.857142857142854
7119,NH,33,2020-06-09,5122,53.0,54.857142857142854
7170,NH,33,2020-06-10,5169,47.0,55.0
7221,NH,33,2020-06-11,5203,34.0,48.142857142857146
7272,NH,33,2020-06-12,5244,41.0,54.0
7323,NH,33,2020-06-13,5292,48.0,40.714285714285715
7374,NH,33,2020-06-14,5311,19.0,39.714285714285715
7425,NH,33,2020-06-15,5338,27.0,38.42857142857143
7476,NH,33,2020-06-16,5360,22.0,34.0
7527,NH,33,2020-06-17,5432,72.0,37.57142857142857
7578,NH,33,2020-06-18,5449,17.0,35.142857142857146
7629,NH,33,2020-06-19,5485,36.0,34.42857142857143
7680,NH,33,2020-06-20,5517,32.0,32.142857142857146
7731,NH,33,2020-06-21,5542,25.0,33.0
7782,NH,33,2020-06-22,5555,13.0,31.0
7833,NH,33,2020-06-23,5570,15.0,30.0
7884,NH,33,2020-06-24,5596,26.0,23.428571428571427
7935,NH,33,2020-06-25,5612,16.0,23.285714285714285
7986,NH,33,2020-06-26,5669,57.0,26.285714285714285
8037,NH,33,2020-06-27,5714,45.0,28.142857142857142
8088,NH,33,2020-06-28,5745,31.0,29.0
8139,NH,33,2020-06-29,5759,14.0,29.142857142857142
8190,NH,33,2020-06-30,5781,22.0,30.142857142857142
8241,NH,33,2020-07-01,5801,20.0,29.285714285714285
8292,NH,33,2020-07-02,5820,19.0,29.714285714285715
8343,NH,33,2020-07-03,5854,34.0,26.428571428571427
8394,NH,33,2020-07-04,5854,0.0,20.0
8445,NH,33,2020-07-05,5893,39.0,21.142857142857142
8496,NH,33,2020-07-06,5910,17.0,21.571428571428573
8547,NH,33,2020-07-07,5931,21.0,21.428571428571427
8598,NH,33,2020-07-08,5951,20.0,21.428571428571427
8649,NH,33,2020-07-09,5972,21.0,21.714285714285715
8700,NH,33,2020-07-10,5989,17.0,19.285714285714285
8751,NH,33,2020-07-11,6022,33.0,24.0
8802,NH,33,2020-07-12,6048,26.0,22.142857142857142
8853,NH,33,2020-07-13,6063,15.0,21.857142857142858
8904,NH,33,2020-07-14,6091,28.0,22.857142857142858
8955,NH,33,2020-07-15,6113,22.0,23.142857142857142
9006,NH,33,2020-07-16,6139,26.0,23.857142857142858
9057,NH,33,2020-07-17,6164,25.0,25.0
9108,NH,33,2020-07-18,6188,24.0,23.714285714285715
9159,NH,33,2020-07-19,6202,14.0,22.0
9210,NH,33,2020-07-20,6247,45.0,26.285714285714285
9261,NH,33,2020-07-21,6261,14.0,24.285714285714285
9312,NH,33,2020-07-22,6294,33.0,25.857142857142858
9363,NH,33,2020-07-23,6318,24.0,25.571428571428573
9414,NH,33,2020-07-24,6375,57.0,30.142857142857142
9465,NH,33,2020-07-25,6415,40.0,32.42857142857143
9516,NH,33,2020-07-26,6435,20.0,33.285714285714285
9567,NH,33,2020-07-27,6441,6.0,27.714285714285715
9618,NH,33,2020-07-28,6500,59.0,34.142857142857146
9669,NH,33,2020-07-29,6513,13.0,31.285714285714285
9720,NH,33,2020-07-30,6541,28.0,31.857142857142858
9771,NH,33,2020-07-31,6582,41.0,29.571428571428573
9822,NH,33,2020-08-01,6613,31.0,28.285714285714285
9873,NH,33,2020-08-02,6634,21.0,28.428571428571427
9924,NH,33,2020-08-03,6659,25.0,31.142857142857142
9975,NH,33,2020-08-04,6689,30.0,27.0
10026,NH,33,2020-08-05,6716,27.0,29.0
10077,NH,33,2020-08-06,6739,23.0,28.285714285714285
10128,NH,33,2020-08-07,6776,37.0,27.714285714285715
10179,NH,33,2020-08-08,6812,36.0,28.428571428571427
10230,NH,33,2020-08-09,6829,17.0,27.857142857142858
10281,NH,33,2020-08-10,6840,11.0,25.857142857142858
10332,NH,33,2020-08-11,6861,21.0,24.571428571428573
10383,NH,33,2020-08-12,6885,24.0,24.142857142857142
10434,NH,33,2020-08-13,6920,35.0,25.857142857142858
10485,NH,33,2020-08-14,6963,43.0,26.714285714285715
10536,NH,33,2020-08-15,6980,17.0,24.0
10587,NH,33,2020-08-16,6988,8.0,22.714285714285715
10638,NH,33,2020-08-17,7004,16.0,23.428571428571427
10689,NH,33,2020-08-18,7017,13.0,22.285714285714285
10740,NH,33,2020-08-19,7036,19.0,21.571428571428573
10791,NH,33,2020-08-20,7048,12.0,18.285714285714285
10842,NH,33,2020-08-21,7069,21.0,15.142857142857142
10893,NH,33,2020-08-22,7092,23.0,16.0
10944,NH,33,2020-08-23,7101,9.0,16.142857142857142
10995,NH,33,2020-08-24,7134,33.0,18.571428571428573
11046,NH,33,2020-08-25,7148,14.0,18.714285714285715
11097,NH,33,2020-08-26,7159,11.0,17.571428571428573
11148,NH,33,2020-08-27,7191,32.0,20.428571428571427
11199,NH,33,2020-08-28,7213,22.0,20.571428571428573
11250,NH,33,2020-08-29,7243,30.0,21.571428571428573
11301,NH,33,2020-08-30,7251,8.0,21.428571428571427
11352,NH,33,2020-08-31,7251,0.0,16.714285714285715
11403,NH,33,2020-09-01,7295,44.0,21.0
11454,NH,33,2020-09-02,7295,0.0,19.428571428571427
11505,NH,33,2020-09-03,7344,49.0,21.857142857142858
11556,NH,33,2020-09-04,7366,22.0,21.857142857142858
11607,NH,33,2020-09-05,7415,49.0,24.571428571428573
11658,NH,33,2020-09-06,7443,28.0,27.428571428571427
11709,NH,33,2020-09-07,7474,31.0,31.857142857142858
11760,NH,33,2020-09-08,7490,16.0,27.857142857142858
11811,NH,33,2020-09-09,7515,25.0,31.428571428571427
11862,NH,33,2020-09-10,7570,55.0,32.285714285714285
11913,NH,33,2020-09-11,7619,49.0,36.142857142857146
11964,NH,33,2020-09-12,7651,32.0,33.714285714285715
12015,NH,33,2020-09-13,7693,42.0,35.714285714285715
12066,NH,33,2020-09-14,7711,18.0,33.857142857142854
12117,NH,33,2020-09-15,7747,36.0,36.714285714285715
12168,NH,33,2020-09-16,7780,33.0,37.857142857142854
12219,NH,33,2020-09-17,7780,0.0,30.0
12270,NH,33,2020-09-18,7859,79.0,34.285714285714285
12321,NH,33,2020-09-19,7859,0.0,29.714285714285715
12372,NH,33,2020-09-20,7941,82.0,35.42857142857143
12423,NH,33,2020-09-21,7941,0.0,32.857142857142854
12474,NH,33,2020-09-22,7984,43.0,33.857142857142854
12525,NH,33,2020-09-23,8004,20.0,32.0
12576,NH,33,2020-09-24,8042,38.0,37.42857142857143
12627,NH,33,2020-09-25,8042,0.0,26.142857142857142
12678,NH,33,2020-09-26,8118,76.0,37.0
12729,NH,33,2020-09-27,8168,50.0,32.42857142857143
12780,NH,33,2020-09-28,8202,34.0,37.285714285714285
12831,NH,33,2020-09-29,8230,28.0,35.142857142857146
12882,NH,33,2020-09-30,8263,33.0,37.0
12933,NH,33,2020-10-01,8313,50.0,38.714285714285715
12984,NH,33,2020-10-02,8531,218.0,69.85714285714286
13035,NH,33,2020-10-03,8592,61.0,67.71428571428571
13086,NH,33,2020-10-04,8642,50.0,67.71428571428571
13137,NH,33,2020-10-05,8642,0.0,62.857142857142854
13188,NH,33,2020-10-06,8725,83.0,70.71428571428571
13239,NH,33,2020-10-07,8725,0.0,66.0
13290,NH,33,2020-10-08,8876,151.0,80.42857142857143
13341,NH,33,2020-10-09,8962,86.0,61.57142857142857
13392,NH,33,2020-10-10,9082,120.0,70.0
13443,NH,33,2020-10-11,9136,54.0,70.57142857142857
13494,NH,33,2020-10-12,9200,64.0,79.71428571428571
13545,NH,33,2020-10-13,9269,69.0,77.71428571428571
13596,NH,33,2020-10-14,9341,72.0,88.0
13647,NH,33,2020-10-15,9418,77.0,77.42857142857143
13698,NH,33,2020-10-16,9508,90.0,78.0
13749,NH,33,2020-10-17,9613,105.0,75.85714285714286
13800,NH,33,2020-10-18,9680,67.0,77.71428571428571
13851,NH,33,2020-10-19,9732,52.0,76.0
13902,NH,33,2020-10-20,9815,83.0,78.0
13953,NH,33,2020-10-21,9900,85.0,79.85714285714286
14004,NH,33,2020-10-22,9979,79.0,80.14285714285714
14055,NH,33,2020-10-23,10098,119.0,84.28571428571429
14106,NH,33,2020-10-24,10222,124.0,87.0
14157,NH,33,2020-10-25,10310,88.0,90.0
14208,NH,33,2020-10-26,10381,71.0,92.71428571428571
14259,NH,33,2020-10-27,10509,128.0,99.14285714285714
14310,NH,33,2020-10-28,10623,114.0,103.28571428571429
14361,NH,33,2020-10-29,10750,127.0,110.14285714285714
14412,NH,33,2020-10-30,10864,114.0,109.42857142857143
14463,NH,33,2020-10-31,11058,194.0,119.42857142857143
14514,NH,33,2020-11-01,11178,120.0,124.0
14565,NH,33,2020-11-02,11284,106.0,129.0
14616,NH,33,2020-11-03,11412,128.0,129.0
14667,NH,33,2020-11-04,11529,117.0,129.42857142857142
14718,NH,33,2020-11-05,11764,235.0,144.85714285714286
14769,NH,33,2020-11-06,11959,195.0,156.42857142857142
14820,NH,33,2020-11-07,12179,220.0,160.14285714285714
14871,NH,33,2020-11-08,12415,236.0,176.71428571428572
14922,NH,33,2020-11-09,12415,0.0,161.57142857142858
14973,NH,33,2020-11-10,12839,424.0,203.85714285714286
15024,NH,33,2020-11-11,12839,0.0,187.14285714285714
15075,NH,33,2020-11-12,13049,210.0,183.57142857142858
15126,NH,33,2020-11-13,13049,0.0,155.71428571428572
15177,NH,33,2020-11-14,13049,0.0,124.28571428571429
15228,NH,33,2020-11-15,13049,0.0,90.57142857142857
15279,NH,33,2020-11-16,14848,1799.0,347.57142857142856
15330,NH,33,2020-11-17,15120,272.0,325.85714285714283
15381,NH,33,2020-11-18,15526,406.0,383.85714285714283
15432,NH,33,2020-11-19,16026,500.0,425.2857142857143
15483,NH,33,2020-11-20,16539,513.0,498.57142857142856
15534,NH,33,2020-11-21,17015,476.0,566.5714285714286
15585,NH,33,2020-11-22,17314,299.0,609.2857142857143
15636,NH,33,2020-11-23,17737,423.0,412.7142857142857
15687,NH,33,2020-11-24,18089,352.0,424.14285714285717
15738,NH,33,2020-11-25,18089,0.0,366.14285714285717
15789,NH,33,2020-11-26,18467,378.0,348.7142857142857
15840,NH,33,2020-11-27,18467,0.0,275.42857142857144
15891,NH,33,2020-11-28,18467,0.0,207.42857142857142
15942,NH,33,2020-11-29,18467,0.0,164.71428571428572
15993,NH,33,2020-11-30,20601,2134.0,409.14285714285717
16044,NH,33,2020-12-01,21335,734.0,463.7142857142857
16095,NH,33,2020-12-02,21865,530.0,539.4285714285714
16146,NH,33,2020-12-03,22483,618.0,573.7142857142857
16197,NH,33,2020-12-04,23277,794.0,687.1428571428571
16248,NH,33,2020-12-05,23718,441.0,750.1428571428571
16299,NH,33,2020-12-06,24365,647.0,842.5714285714286
16350,NH,33,2020-12-07,25349,984.0,678.2857142857143
16401,NH,33,2020-12-08,26138,789.0,686.1428571428571
16452,NH,33,2020-12-09,27104,966.0,748.4285714285714
16503,NH,33,2020-12-10,27770,666.0,755.2857142857143
16554,NH,33,2020-12-11,28924,1154.0,806.7142857142857
16605,NH,33,2020-12-12,29681,757.0,851.8571428571429
16656,NH,33,2020-12-13,30386,705.0,860.1428571428571
16707,NH,33,2020-12-14,31258,872.0,844.1428571428571
16758,NH,33,2020-12-15,31907,649.0,824.1428571428571
16809,NH,33,2020-12-16,32806,899.0,814.5714285714286
16860,NH,33,2020-12-17,33659,853.0,841.2857142857143
16911,NH,33,2020-12-18,34312,653.0,769.7142857142857
16962,NH,33,2020-12-19,34951,639.0,752.8571428571429
17013,NH,33,2020-12-20,35859,908.0,781.8571428571429
31,NJ,34,2020-01-22,0,,
82,NJ,34,2020-01-23,0,0.0,
133,NJ,34,2020-01-24,0,0.0,
184,NJ,34,2020-01-25,0,0.0,
235,NJ,34,2020-01-26,0,0.0,
286,NJ,34,2020-01-27,0,0.0,
337,NJ,34,2020-01-28,0,0.0,
388,NJ,34,2020-01-29,0,0.0,0.0
439,NJ,34,2020-01-30,0,0.0,0.0
490,NJ,34,2020-01-31,0,0.0,0.0
541,NJ,34,2020-02-01,0,0.0,0.0
592,NJ,34,2020-02-02,0,0.0,0.0
643,NJ,34,2020-02-03,0,0.0,0.0
694,NJ,34,2020-02-04,0,0.0,0.0
745,NJ,34,2020-02-05,0,0.0,0.0
796,NJ,34,2020-02-06,0,0.0,0.0
847,NJ,34,2020-02-07,0,0.0,0.0
898,NJ,34,2020-02-08,0,0.0,0.0
949,NJ,34,2020-02-09,0,0.0,0.0
1000,NJ,34,2020-02-10,0,0.0,0.0
1051,NJ,34,2020-02-11,0,0.0,0.0
1102,NJ,34,2020-02-12,0,0.0,0.0
1153,NJ,34,2020-02-13,0,0.0,0.0
1204,NJ,34,2020-02-14,0,0.0,0.0
1255,NJ,34,2020-02-15,0,0.0,0.0
1306,NJ,34,2020-02-16,0,0.0,0.0
1357,NJ,34,2020-02-17,0,0.0,0.0
1408,NJ,34,2020-02-18,0,0.0,0.0
1459,NJ,34,2020-02-19,0,0.0,0.0
1510,NJ,34,2020-02-20,0,0.0,0.0
1561,NJ,34,2020-02-21,0,0.0,0.0
1612,NJ,34,2020-02-22,0,0.0,0.0
1663,NJ,34,2020-02-23,0,0.0,0.0
1714,NJ,34,2020-02-24,0,0.0,0.0
1765,NJ,34,2020-02-25,0,0.0,0.0
1816,NJ,34,2020-02-26,0,0.0,0.0
1867,NJ,34,2020-02-27,0,0.0,0.0
1918,NJ,34,2020-02-28,0,0.0,0.0
1969,NJ,34,2020-02-29,0,0.0,0.0
2020,NJ,34,2020-03-01,0,0.0,0.0
2071,NJ,34,2020-03-02,0,0.0,0.0
2122,NJ,34,2020-03-03,0,0.0,0.0
2173,NJ,34,2020-03-04,0,0.0,0.0
2224,NJ,34,2020-03-05,2,2.0,0.2857142857142857
2275,NJ,34,2020-03-06,2,0.0,0.2857142857142857
2326,NJ,34,2020-03-07,4,2.0,0.5714285714285714
2377,NJ,34,2020-03-08,5,1.0,0.7142857142857143
2428,NJ,34,2020-03-09,15,10.0,2.142857142857143
2479,NJ,34,2020-03-10,15,0.0,2.142857142857143
2530,NJ,34,2020-03-11,15,0.0,2.142857142857143
2581,NJ,34,2020-03-12,29,14.0,3.857142857142857
2632,NJ,34,2020-03-13,47,18.0,6.428571428571429
2683,NJ,34,2020-03-14,72,25.0,9.714285714285714
2734,NJ,34,2020-03-15,98,26.0,13.285714285714286
2785,NJ,34,2020-03-16,176,78.0,23.0
2836,NJ,34,2020-03-17,250,74.0,33.57142857142857
2887,NJ,34,2020-03-18,396,146.0,54.42857142857143
2938,NJ,34,2020-03-19,632,236.0,86.14285714285714
2989,NJ,34,2020-03-20,798,166.0,107.28571428571429
3040,NJ,34,2020-03-21,1187,389.0,159.28571428571428
3091,NJ,34,2020-03-22,1693,506.0,227.85714285714286
3142,NJ,34,2020-03-23,2432,739.0,322.2857142857143
3193,NJ,34,2020-03-24,3030,598.0,397.14285714285717
3244,NJ,34,2020-03-25,3469,439.0,439.0
3295,NJ,34,2020-03-26,5398,1929.0,680.8571428571429
3346,NJ,34,2020-03-27,6841,1443.0,863.2857142857143
3397,NJ,34,2020-03-28,8358,1517.0,1024.4285714285713
3448,NJ,34,2020-03-29,10366,2008.0,1239.0
3499,NJ,34,2020-03-30,12789,2423.0,1479.5714285714287
3550,NJ,34,2020-03-31,15010,2221.0,1711.4285714285713
3601,NJ,34,2020-04-01,17743,2733.0,2039.142857142857
3652,NJ,34,2020-04-02,20724,2981.0,2189.4285714285716
3703,NJ,34,2020-04-03,25087,4363.0,2606.5714285714284
3754,NJ,34,2020-04-04,30189,5102.0,3118.714285714286
3805,NJ,34,2020-04-05,33684,3495.0,3331.1428571428573
3856,NJ,34,2020-04-06,37570,3886.0,3540.1428571428573
3907,NJ,34,2020-04-07,42196,4626.0,3883.714285714286
3958,NJ,34,2020-04-08,46075,3879.0,4047.4285714285716
4009,NJ,34,2020-04-09,50031,3956.0,4186.714285714285
4060,NJ,34,2020-04-10,53939,3908.0,4121.714285714285
4111,NJ,34,2020-04-11,57227,3288.0,3862.5714285714284
4162,NJ,34,2020-04-12,60576,3349.0,3841.714285714286
4213,NJ,34,2020-04-13,63381,2805.0,3687.285714285714
4264,NJ,34,2020-04-14,67122,3741.0,3560.8571428571427
4315,NJ,34,2020-04-15,69841,2719.0,3395.1428571428573
4366,NJ,34,2020-04-16,74269,4428.0,3462.5714285714284
4417,NJ,34,2020-04-17,77748,3479.0,3401.285714285714
4468,NJ,34,2020-04-18,80672,2924.0,3349.285714285714
4519,NJ,34,2020-04-19,84716,4044.0,3448.5714285714284
4570,NJ,34,2020-04-20,88137,3421.0,3536.5714285714284
4621,NJ,34,2020-04-21,91788,3651.0,3523.714285714286
4672,NJ,34,2020-04-22,94820,3032.0,3568.4285714285716
4723,NJ,34,2020-04-23,98881,4061.0,3516.0
4774,NJ,34,2020-04-24,101664,2783.0,3416.5714285714284
4825,NJ,34,2020-04-25,104966,3302.0,3470.5714285714284
4876,NJ,34,2020-04-26,108357,3391.0,3377.285714285714
4927,NJ,34,2020-04-27,110370,2013.0,3176.1428571428573
4978,NJ,34,2020-04-28,113138,2768.0,3050.0
5029,NJ,34,2020-04-29,115647,2509.0,2975.285714285714
5080,NJ,34,2020-04-30,118174,2527.0,2756.1428571428573
5131,NJ,34,2020-05-01,120607,2433.0,2706.1428571428573
5182,NJ,34,2020-05-02,123041,2434.0,2582.1428571428573
5233,NJ,34,2020-05-03,126103,3062.0,2535.1428571428573
5284,NJ,34,2020-05-04,127622,1519.0,2464.5714285714284
5335,NJ,34,2020-05-05,130043,2421.0,2415.0
5386,NJ,34,2020-05-06,131296,1253.0,2235.5714285714284
5437,NJ,34,2020-05-07,133083,1787.0,2129.8571428571427
5488,NJ,34,2020-05-08,134901,1818.0,2042.0
5539,NJ,34,2020-05-09,136528,1627.0,1926.7142857142858
5590,NJ,34,2020-05-10,137941,1413.0,1691.142857142857
5641,NJ,34,2020-05-11,139216,1275.0,1656.2857142857142
5692,NJ,34,2020-05-12,140039,823.0,1428.0
5743,NJ,34,2020-05-13,140828,789.0,1361.7142857142858
5794,NJ,34,2020-05-14,141902,1074.0,1259.857142857143
5845,NJ,34,2020-05-15,143020,1118.0,1159.857142857143
5896,NJ,34,2020-05-16,144093,1073.0,1080.7142857142858
5947,NJ,34,2020-05-17,145385,1292.0,1063.4285714285713
5998,NJ,34,2020-05-18,147204,1819.0,1141.142857142857
6049,NJ,34,2020-05-19,148231,1027.0,1170.2857142857142
6100,NJ,34,2020-05-20,149544,1313.0,1245.142857142857
6151,NJ,34,2020-05-21,150437,893.0,1219.2857142857142
6202,NJ,34,2020-05-22,151574,1137.0,1222.0
6253,NJ,34,2020-05-23,151977,403.0,1126.2857142857142
6304,NJ,34,2020-05-24,152954,977.0,1081.2857142857142
6355,NJ,34,2020-05-25,153992,1038.0,969.7142857142857
6406,NJ,34,2020-05-26,154681,689.0,921.4285714285714
6457,NJ,34,2020-05-27,155456,775.0,844.5714285714286
6508,NJ,34,2020-05-28,156653,1197.0,888.0
6559,NJ,34,2020-05-29,157737,1084.0,880.4285714285714
6610,NJ,34,2020-05-30,158636,899.0,951.2857142857143
6661,NJ,34,2020-05-31,159575,939.0,945.8571428571429
6712,NJ,34,2020-06-01,160055,480.0,866.1428571428571
6763,NJ,34,2020-06-02,160599,544.0,845.4285714285714
6814,NJ,34,2020-06-03,161214,615.0,822.5714285714286
6865,NJ,34,2020-06-04,161693,479.0,720.0
6916,NJ,34,2020-06-05,162535,842.0,685.4285714285714
6967,NJ,34,2020-06-06,163075,540.0,634.1428571428571
7018,NJ,34,2020-06-07,163384,309.0,544.1428571428571
7069,NJ,34,2020-06-08,163718,334.0,523.2857142857143
7120,NJ,34,2020-06-09,164046,328.0,492.42857142857144
7171,NJ,34,2020-06-10,164615,569.0,485.85714285714283
7222,NJ,34,2020-06-11,165072,457.0,482.7142857142857
7273,NJ,34,2020-06-12,165427,355.0,413.14285714285717
7324,NJ,34,2020-06-13,165892,465.0,402.42857142857144
7375,NJ,34,2020-06-14,166185,293.0,400.14285714285717
7426,NJ,34,2020-06-15,166414,229.0,385.14285714285717
7477,NJ,34,2020-06-16,166732,318.0,383.7142857142857
7528,NJ,34,2020-06-17,167022,290.0,343.85714285714283
7579,NJ,34,2020-06-18,167402,380.0,332.85714285714283
7630,NJ,34,2020-06-19,167768,366.0,334.42857142857144
7681,NJ,34,2020-06-20,168071,303.0,311.2857142857143
7732,NJ,34,2020-06-21,168440,369.0,322.14285714285717
7783,NJ,34,2020-06-22,168680,240.0,323.7142857142857
7834,NJ,34,2020-06-23,168941,261.0,315.57142857142856
7885,NJ,34,2020-06-24,169122,181.0,300.0
7936,NJ,34,2020-06-25,169453,331.0,293.0
7987,NJ,34,2020-06-26,169813,360.0,292.14285714285717
8038,NJ,34,2020-06-27,170119,306.0,292.57142857142856
8089,NJ,34,2020-06-28,170440,321.0,285.7142857142857
8140,NJ,34,2020-06-29,170556,116.0,268.0
8191,NJ,34,2020-06-30,170908,352.0,281.0
8242,NJ,34,2020-07-01,171198,290.0,296.57142857142856
8293,NJ,34,2020-07-02,171587,389.0,304.85714285714283
8344,NJ,34,2020-07-03,171965,378.0,307.42857142857144
8395,NJ,34,2020-07-04,172209,244.0,298.57142857142856
8446,NJ,34,2020-07-05,172559,350.0,302.7142857142857
8497,NJ,34,2020-07-06,172778,219.0,317.42857142857144
8548,NJ,34,2020-07-07,173026,248.0,302.57142857142856
8599,NJ,34,2020-07-08,173237,211.0,291.2857142857143
8650,NJ,34,2020-07-09,173440,203.0,264.7142857142857
8701,NJ,34,2020-07-10,173796,356.0,261.57142857142856
8752,NJ,34,2020-07-11,174138,342.0,275.57142857142856
8803,NJ,34,2020-07-12,174429,291.0,267.14285714285717
8854,NJ,34,2020-07-13,174644,215.0,266.57142857142856
8905,NJ,34,2020-07-14,175031,387.0,286.42857142857144
8956,NJ,34,2020-07-15,175367,336.0,304.2857142857143
9007,NJ,34,2020-07-16,175575,208.0,305.0
9058,NJ,34,2020-07-17,175672,97.0,268.0
9109,NJ,34,2020-07-18,175899,227.0,251.57142857142858
9160,NJ,34,2020-07-19,175898,-1.0,209.85714285714286
9211,NJ,34,2020-07-20,176093,195.0,207.0
9262,NJ,34,2020-07-21,176350,257.0,188.42857142857142
9313,NJ,34,2020-07-22,176909,559.0,220.28571428571428
9364,NJ,34,2020-07-23,177216,307.0,234.42857142857142
9415,NJ,34,2020-07-24,177670,454.0,285.42857142857144
9466,NJ,34,2020-07-25,178178,508.0,325.57142857142856
9517,NJ,34,2020-07-26,178656,478.0,394.0
9568,NJ,34,2020-07-27,179111,455.0,431.14285714285717
9619,NJ,34,2020-07-28,179614,503.0,466.2857142857143
9670,NJ,34,2020-07-29,180109,495.0,457.14285714285717
9721,NJ,34,2020-07-30,180322,213.0,443.7142857142857
9772,NJ,34,2020-07-31,181012,690.0,477.42857142857144
9823,NJ,34,2020-08-01,181373,361.0,456.42857142857144
9874,NJ,34,2020-08-02,181676,303.0,431.42857142857144
9925,NJ,34,2020-08-03,181942,266.0,404.42857142857144
9976,NJ,34,2020-08-04,181942,0.0,332.57142857142856
10027,NJ,34,2020-08-05,182687,745.0,368.2857142857143
10078,NJ,34,2020-08-06,183058,371.0,390.85714285714283
10129,NJ,34,2020-08-07,183408,350.0,342.2857142857143
10180,NJ,34,2020-08-08,183787,379.0,344.85714285714283
10231,NJ,34,2020-08-09,184127,340.0,350.14285714285717
10282,NJ,34,2020-08-10,184386,259.0,349.14285714285717
10333,NJ,34,2020-08-11,184815,429.0,410.42857142857144
10384,NJ,34,2020-08-12,185198,383.0,358.7142857142857
10435,NJ,34,2020-08-13,185655,457.0,371.0
10486,NJ,34,2020-08-14,186163,508.0,393.57142857142856
10537,NJ,34,2020-08-15,186669,506.0,411.7142857142857
10588,NJ,34,2020-08-16,187013,344.0,412.2857142857143
10639,NJ,34,2020-08-17,187325,312.0,419.85714285714283
10690,NJ,34,2020-08-18,187654,329.0,405.57142857142856
10741,NJ,34,2020-08-19,188000,346.0,400.2857142857143
10792,NJ,34,2020-08-20,188203,203.0,364.0
10843,NJ,34,2020-08-21,188489,286.0,332.2857142857143
10894,NJ,34,2020-08-22,188919,430.0,321.42857142857144
10945,NJ,34,2020-08-23,189175,256.0,308.85714285714283
10996,NJ,34,2020-08-24,189401,226.0,296.57142857142856
11047,NJ,34,2020-08-25,189711,310.0,293.85714285714283
11098,NJ,34,2020-08-26,190009,298.0,287.0
11149,NJ,34,2020-08-27,190312,303.0,301.2857142857143
11200,NJ,34,2020-08-28,190643,331.0,307.7142857142857
11251,NJ,34,2020-08-29,190982,339.0,294.7142857142857
11302,NJ,34,2020-08-30,191247,265.0,296.0
11353,NJ,34,2020-08-31,191590,343.0,312.7142857142857
11404,NJ,34,2020-09-01,191974,384.0,323.2857142857143
11455,NJ,34,2020-09-02,192291,317.0,326.0
11506,NJ,34,2020-09-03,192667,376.0,336.42857142857144
11557,NJ,34,2020-09-04,193115,448.0,353.14285714285717
11608,NJ,34,2020-09-05,193439,324.0,351.0
11659,NJ,34,2020-09-06,193748,309.0,357.2857142857143
11710,NJ,34,2020-09-07,194086,338.0,356.57142857142856
11761,NJ,34,2020-09-08,194354,268.0,340.0
11812,NJ,34,2020-09-09,194685,331.0,342.0
11863,NJ,34,2020-09-10,195106,421.0,348.42857142857144
11914,NJ,34,2020-09-11,195575,469.0,351.42857142857144
11965,NJ,34,2020-09-12,196028,453.0,369.85714285714283
12016,NJ,34,2020-09-13,196323,295.0,367.85714285714283
12067,NJ,34,2020-09-14,196653,330.0,366.7142857142857
