,State,stateFIPS,Date,Total Deaths,Incremental Deaths,death moving_avg
4006,ND,38,2020-04-09,5,1.0,0.2857142857142857
4057,ND,38,2020-04-10,7,2.0,0.5714285714285714
4108,ND,38,2020-04-11,7,0.0,0.5714285714285714
4159,ND,38,2020-04-12,8,1.0,0.7142857142857143
4210,ND,38,2020-04-13,9,1.0,0.8571428571428571
4261,ND,38,2020-04-14,9,0.0,0.7142857142857143
4312,ND,38,2020-04-15,9,0.0,0.7142857142857143
4363,ND,38,2020-04-16,9,0.0,0.5714285714285714
4414,ND,38,2020-04-17,9,0.0,0.2857142857142857
4465,ND,38,2020-04-18,9,0.0,0.2857142857142857
4516,ND,38,2020-04-19,10,1.0,0.2857142857142857
4567,ND,38,2020-04-20,13,3.0,0.5714285714285714
4618,ND,38,2020-04-21,13,0.0,0.5714285714285714
4669,ND,38,2020-04-22,14,1.0,0.7142857142857143
4720,ND,38,2020-04-23,15,1.0,0.8571428571428571
4771,ND,38,2020-04-24,15,0.0,0.8571428571428571
4822,ND,38,2020-04-25,16,1.0,1.0
4873,ND,38,2020-04-26,17,1.0,1.0
4924,ND,38,2020-04-27,19,2.0,0.8571428571428571
4975,ND,38,2020-04-28,19,0.0,0.8571428571428571
5026,ND,38,2020-04-29,19,0.0,0.7142857142857143
5077,ND,38,2020-04-30,19,0.0,0.5714285714285714
5128,ND,38,2020-05-01,23,4.0,1.1428571428571428
5179,ND,38,2020-05-02,24,1.0,1.1428571428571428
5230,ND,38,2020-05-03,25,1.0,1.1428571428571428
5281,ND,38,2020-05-04,25,0.0,0.8571428571428571
5332,ND,38,2020-05-05,25,0.0,0.8571428571428571
5383,ND,38,2020-05-06,31,6.0,1.7142857142857142
5434,ND,38,2020-05-07,31,0.0,1.7142857142857142
5485,ND,38,2020-05-08,33,2.0,1.4285714285714286
5536,ND,38,2020-05-09,34,1.0,1.4285714285714286
5587,ND,38,2020-05-10,35,1.0,1.4285714285714286
5638,ND,38,2020-05-11,36,1.0,1.5714285714285714
5689,ND,38,2020-05-12,38,2.0,1.8571428571428572
5740,ND,38,2020-05-13,40,2.0,1.2857142857142858
5791,ND,38,2020-05-14,40,0.0,1.2857142857142858
5842,ND,38,2020-05-15,42,2.0,1.2857142857142858
5893,ND,38,2020-05-16,42,0.0,1.1428571428571428
5944,ND,38,2020-05-17,43,1.0,1.1428571428571428
5995,ND,38,2020-05-18,44,1.0,1.1428571428571428
6046,ND,38,2020-05-19,45,1.0,1.0
6097,ND,38,2020-05-20,49,4.0,1.2857142857142858
6148,ND,38,2020-05-21,51,2.0,1.5714285714285714
6199,ND,38,2020-05-22,52,1.0,1.4285714285714286
6250,ND,38,2020-05-23,52,0.0,1.4285714285714286
6301,ND,38,2020-05-24,53,1.0,1.4285714285714286
6352,ND,38,2020-05-25,54,1.0,1.4285714285714286
6403,ND,38,2020-05-26,54,0.0,1.2857142857142858
6454,ND,38,2020-05-27,56,2.0,1.0
6505,ND,38,2020-05-28,57,1.0,0.8571428571428571
6556,ND,38,2020-05-29,59,2.0,1.0
6607,ND,38,2020-05-30,59,0.0,1.0
6658,ND,38,2020-05-31,59,0.0,0.8571428571428571
6709,ND,38,2020-06-01,61,2.0,1.0
6760,ND,38,2020-06-02,65,4.0,1.5714285714285714
6811,ND,38,2020-06-03,66,1.0,1.4285714285714286
6862,ND,38,2020-06-04,66,0.0,1.2857142857142858
6913,ND,38,2020-06-05,71,5.0,1.7142857142857142
6964,ND,38,2020-06-06,72,1.0,1.8571428571428572
7015,ND,38,2020-06-07,72,0.0,1.8571428571428572
7066,ND,38,2020-06-08,72,0.0,1.5714285714285714
7117,ND,38,2020-06-09,72,0.0,1.0
7168,ND,38,2020-06-10,73,1.0,1.0
7219,ND,38,2020-06-11,74,1.0,1.1428571428571428
7270,ND,38,2020-06-12,74,0.0,0.42857142857142855
7321,ND,38,2020-06-13,74,0.0,0.2857142857142857
7372,ND,38,2020-06-14,74,0.0,0.2857142857142857
7423,ND,38,2020-06-15,74,0.0,0.2857142857142857
7474,ND,38,2020-06-16,74,0.0,0.2857142857142857
7525,ND,38,2020-06-17,74,0.0,0.14285714285714285
7576,ND,38,2020-06-18,75,1.0,0.14285714285714285
7627,ND,38,2020-06-19,76,1.0,0.2857142857142857
7678,ND,38,2020-06-20,76,0.0,0.2857142857142857
7729,ND,38,2020-06-21,77,1.0,0.42857142857142855
7780,ND,38,2020-06-22,77,0.0,0.42857142857142855
7831,ND,38,2020-06-23,78,1.0,0.5714285714285714
7882,ND,38,2020-06-24,78,0.0,0.5714285714285714
7933,ND,38,2020-06-25,78,0.0,0.42857142857142855
7984,ND,38,2020-06-26,78,0.0,0.2857142857142857
8035,ND,38,2020-06-27,78,0.0,0.2857142857142857
8086,ND,38,2020-06-28,79,1.0,0.2857142857142857
8137,ND,38,2020-06-29,79,0.0,0.2857142857142857
8188,ND,38,2020-06-30,79,0.0,0.14285714285714285
8239,ND,38,2020-07-01,80,1.0,0.2857142857142857
8290,ND,38,2020-07-02,80,0.0,0.2857142857142857
8341,ND,38,2020-07-03,80,0.0,0.2857142857142857
8392,ND,38,2020-07-04,80,0.0,0.2857142857142857
8443,ND,38,2020-07-05,80,0.0,0.14285714285714285
8494,ND,38,2020-07-06,80,0.0,0.14285714285714285
8545,ND,38,2020-07-07,84,4.0,0.7142857142857143
8596,ND,38,2020-07-08,85,1.0,0.7142857142857143
8647,ND,38,2020-07-09,85,0.0,0.7142857142857143
8698,ND,38,2020-07-10,85,0.0,0.7142857142857143
8749,ND,38,2020-07-11,87,2.0,1.0
8800,ND,38,2020-07-12,87,0.0,1.0
8851,ND,38,2020-07-13,87,0.0,1.0
8902,ND,38,2020-07-14,88,1.0,0.5714285714285714
8953,ND,38,2020-07-15,88,0.0,0.42857142857142855
9004,ND,38,2020-07-16,89,1.0,0.5714285714285714
9055,ND,38,2020-07-17,90,1.0,0.7142857142857143
9106,ND,38,2020-07-18,90,0.0,0.42857142857142855
9157,ND,38,2020-07-19,92,2.0,0.7142857142857143
9208,ND,38,2020-07-20,93,1.0,0.8571428571428571
9259,ND,38,2020-07-21,94,1.0,0.8571428571428571
9310,ND,38,2020-07-22,96,2.0,1.1428571428571428
9361,ND,38,2020-07-23,97,1.0,1.1428571428571428
9412,ND,38,2020-07-24,99,2.0,1.2857142857142858
9463,ND,38,2020-07-25,99,0.0,1.2857142857142858
9514,ND,38,2020-07-26,99,0.0,1.0
9565,ND,38,2020-07-27,99,0.0,0.8571428571428571
9616,ND,38,2020-07-28,100,1.0,0.8571428571428571
9667,ND,38,2020-07-29,102,2.0,0.8571428571428571
9718,ND,38,2020-07-30,103,1.0,0.8571428571428571
9769,ND,38,2020-07-31,103,0.0,0.5714285714285714
9820,ND,38,2020-08-01,103,0.0,0.5714285714285714
9871,ND,38,2020-08-02,105,2.0,0.8571428571428571
9922,ND,38,2020-08-03,105,0.0,0.8571428571428571
9973,ND,38,2020-08-04,107,2.0,1.0
10024,ND,38,2020-08-05,108,1.0,0.8571428571428571
10075,ND,38,2020-08-06,109,1.0,0.8571428571428571
10126,ND,38,2020-08-07,110,1.0,1.0
10177,ND,38,2020-08-08,112,2.0,1.2857142857142858
10228,ND,38,2020-08-09,112,0.0,1.0
10279,ND,38,2020-08-10,112,0.0,1.0
10330,ND,38,2020-08-11,118,6.0,1.5714285714285714
10381,ND,38,2020-08-12,120,2.0,1.7142857142857142
10432,ND,38,2020-08-13,120,0.0,1.5714285714285714
10483,ND,38,2020-08-14,121,1.0,1.5714285714285714
10534,ND,38,2020-08-15,121,0.0,1.2857142857142858
10585,ND,38,2020-08-16,124,3.0,1.7142857142857142
10636,ND,38,2020-08-17,126,2.0,2.0
10687,ND,38,2020-08-18,128,2.0,1.4285714285714286
10738,ND,38,2020-08-19,130,2.0,1.4285714285714286
10789,ND,38,2020-08-20,130,0.0,1.4285714285714286
10840,ND,38,2020-08-21,132,2.0,1.5714285714285714
10891,ND,38,2020-08-22,135,3.0,2.0
10942,ND,38,2020-08-23,136,1.0,1.7142857142857142
10993,ND,38,2020-08-24,137,1.0,1.5714285714285714
11044,ND,38,2020-08-25,138,1.0,1.4285714285714286
11095,ND,38,2020-08-26,138,0.0,1.1428571428571428
11146,ND,38,2020-08-27,139,1.0,1.2857142857142858
11197,ND,38,2020-08-28,139,0.0,1.0
11248,ND,38,2020-08-29,141,2.0,0.8571428571428571
11299,ND,38,2020-08-30,142,1.0,0.8571428571428571
11350,ND,38,2020-08-31,143,1.0,0.8571428571428571
11401,ND,38,2020-09-01,145,2.0,1.0
11452,ND,38,2020-09-02,148,3.0,1.4285714285714286
11503,ND,38,2020-09-03,150,2.0,1.5714285714285714
11554,ND,38,2020-09-04,150,0.0,1.5714285714285714
11605,ND,38,2020-09-05,155,5.0,2.0
11656,ND,38,2020-09-06,156,1.0,2.0
11707,ND,38,2020-09-07,156,0.0,1.8571428571428572
11758,ND,38,2020-09-08,156,0.0,1.5714285714285714
11809,ND,38,2020-09-09,157,1.0,1.2857142857142858
11860,ND,38,2020-09-10,160,3.0,1.4285714285714286
11911,ND,38,2020-09-11,164,4.0,2.0
11962,ND,38,2020-09-12,167,3.0,1.7142857142857142
12013,ND,38,2020-09-13,168,1.0,1.7142857142857142
12064,ND,38,2020-09-14,170,2.0,2.0
12115,ND,38,2020-09-15,172,2.0,2.2857142857142856
12166,ND,38,2020-09-16,172,0.0,2.142857142857143
12217,ND,38,2020-09-17,182,10.0,3.142857142857143
12268,ND,38,2020-09-18,184,2.0,2.857142857142857
12319,ND,38,2020-09-19,192,8.0,3.5714285714285716
12370,ND,38,2020-09-20,192,0.0,3.4285714285714284
12421,ND,38,2020-09-21,193,1.0,3.2857142857142856
12472,ND,38,2020-09-22,196,3.0,3.4285714285714284
12523,ND,38,2020-09-23,203,7.0,4.428571428571429
12574,ND,38,2020-09-24,211,8.0,4.142857142857143
12625,ND,38,2020-09-25,211,0.0,3.857142857142857
12676,ND,38,2020-09-26,211,0.0,2.7142857142857144
12727,ND,38,2020-09-27,211,0.0,2.7142857142857144
12778,ND,38,2020-09-28,234,23.0,5.857142857142857
12829,ND,38,2020-09-29,239,5.0,6.142857142857143
12880,ND,38,2020-09-30,247,8.0,6.285714285714286
12931,ND,38,2020-10-01,256,9.0,6.428571428571429
12982,ND,38,2020-10-02,264,8.0,7.571428571428571
13033,ND,38,2020-10-03,271,7.0,8.571428571428571
13084,ND,38,2020-10-04,274,3.0,9.0
13135,ND,38,2020-10-05,277,3.0,6.142857142857143
13186,ND,38,2020-10-06,280,3.0,5.857142857142857
13237,ND,38,2020-10-07,304,24.0,8.142857142857142
13288,ND,38,2020-10-08,310,6.0,7.714285714285714
13339,ND,38,2020-10-09,320,10.0,8.0
13390,ND,38,2020-10-10,335,15.0,9.142857142857142
13441,ND,38,2020-10-11,338,3.0,9.142857142857142
13492,ND,38,2020-10-12,344,6.0,9.571428571428571
13543,ND,38,2020-10-13,356,12.0,10.857142857142858
13594,ND,38,2020-10-14,364,8.0,8.571428571428571
13645,ND,38,2020-10-15,370,6.0,8.571428571428571
13696,ND,38,2020-10-16,388,18.0,9.714285714285714
13747,ND,38,2020-10-17,399,11.0,9.142857142857142
13798,ND,38,2020-10-18,404,5.0,9.428571428571429
13849,ND,38,2020-10-19,408,4.0,9.142857142857142
13900,ND,38,2020-10-20,412,4.0,8.0
13951,ND,38,2020-10-21,422,10.0,8.285714285714286
14002,ND,38,2020-10-22,431,9.0,8.714285714285714
14053,ND,38,2020-10-23,440,9.0,7.428571428571429
14104,ND,38,2020-10-24,448,8.0,7.0
14155,ND,38,2020-10-25,456,8.0,7.428571428571429
14206,ND,38,2020-10-26,461,5.0,7.571428571428571
14257,ND,38,2020-10-27,476,15.0,9.142857142857142
14308,ND,38,2020-10-28,488,12.0,9.428571428571429
14359,ND,38,2020-10-29,499,11.0,9.714285714285714
14410,ND,38,2020-10-30,512,13.0,10.285714285714286
14461,ND,38,2020-10-31,524,12.0,10.857142857142858
14512,ND,38,2020-11-01,531,7.0,10.714285714285714
14563,ND,38,2020-11-02,540,9.0,11.285714285714286
14614,ND,38,2020-11-03,556,16.0,11.428571428571429
14665,ND,38,2020-11-04,568,12.0,11.428571428571429
14716,ND,38,2020-11-05,596,28.0,13.857142857142858
14767,ND,38,2020-11-06,613,17.0,14.428571428571429
14818,ND,38,2020-11-07,628,15.0,14.857142857142858
14869,ND,38,2020-11-08,639,11.0,15.428571428571429
14920,ND,38,2020-11-09,644,5.0,14.857142857142858
14971,ND,38,2020-11-10,674,30.0,16.857142857142858
15022,ND,38,2020-11-11,686,12.0,16.857142857142858
15073,ND,38,2020-11-12,697,11.0,14.428571428571429
15124,ND,38,2020-11-13,707,10.0,13.428571428571429
15175,ND,38,2020-11-14,726,19.0,14.0
15226,ND,38,2020-11-15,735,9.0,13.714285714285714
15277,ND,38,2020-11-16,742,7.0,14.0
15328,ND,38,2020-11-17,768,26.0,13.428571428571429
15379,ND,38,2020-11-18,785,17.0,14.142857142857142
15430,ND,38,2020-11-19,795,10.0,14.0
15481,ND,38,2020-11-20,817,22.0,15.714285714285714
15532,ND,38,2020-11-21,834,17.0,15.428571428571429
15583,ND,38,2020-11-22,840,6.0,15.0
15634,ND,38,2020-11-23,846,6.0,14.857142857142858
15685,ND,38,2020-11-24,882,36.0,16.285714285714285
15736,ND,38,2020-11-25,887,5.0,14.571428571428571
15787,ND,38,2020-11-26,887,0.0,13.142857142857142
15838,ND,38,2020-11-27,887,0.0,10.0
15889,ND,38,2020-11-28,915,28.0,11.571428571428571
15940,ND,38,2020-11-29,920,5.0,11.428571428571429
15991,ND,38,2020-11-30,927,7.0,11.571428571428571
16042,ND,38,2020-12-01,954,27.0,10.285714285714286
16093,ND,38,2020-12-02,966,12.0,11.285714285714286
16144,ND,38,2020-12-03,977,11.0,12.857142857142858
16195,ND,38,2020-12-04,989,12.0,14.571428571428571
16246,ND,38,2020-12-05,1007,18.0,13.142857142857142
16297,ND,38,2020-12-06,1013,6.0,13.285714285714286
16348,ND,38,2020-12-07,1022,9.0,13.571428571428571
16399,ND,38,2020-12-08,1064,42.0,15.714285714285714
16450,ND,38,2020-12-09,1064,0.0,14.0
16501,ND,38,2020-12-10,1064,0.0,12.428571428571429
16552,ND,38,2020-12-11,1064,0.0,10.714285714285714
16603,ND,38,2020-12-12,1064,0.0,8.142857142857142
16654,ND,38,2020-12-13,1064,0.0,7.285714285714286
16705,ND,38,2020-12-14,1064,0.0,6.0
16756,ND,38,2020-12-15,1064,0.0,0.0
16807,ND,38,2020-12-16,1064,0.0,0.0
16858,ND,38,2020-12-17,1204,140.0,20.0
16909,ND,38,2020-12-18,1204,0.0,20.0
16960,ND,38,2020-12-19,1204,0.0,20.0
17011,ND,38,2020-12-20,369640,368436.0,52653.71428571428
35,OH,39,2020-01-22,0,,
86,OH,39,2020-01-23,0,0.0,
137,OH,39,2020-01-24,0,0.0,
188,OH,39,2020-01-25,0,0.0,
239,OH,39,2020-01-26,0,0.0,
290,OH,39,2020-01-27,0,0.0,
341,OH,39,2020-01-28,0,0.0,
392,OH,39,2020-01-29,0,0.0,0.0
443,OH,39,2020-01-30,0,0.0,0.0
494,OH,39,2020-01-31,0,0.0,0.0
545,OH,39,2020-02-01,0,0.0,0.0
596,OH,39,2020-02-02,0,0.0,0.0
647,OH,39,2020-02-03,0,0.0,0.0
698,OH,39,2020-02-04,0,0.0,0.0
749,OH,39,2020-02-05,0,0.0,0.0
800,OH,39,2020-02-06,0,0.0,0.0
851,OH,39,2020-02-07,0,0.0,0.0
902,OH,39,2020-02-08,0,0.0,0.0
953,OH,39,2020-02-09,0,0.0,0.0
1004,OH,39,2020-02-10,0,0.0,0.0
1055,OH,39,2020-02-11,0,0.0,0.0
1106,OH,39,2020-02-12,0,0.0,0.0
1157,OH,39,2020-02-13,0,0.0,0.0
1208,OH,39,2020-02-14,0,0.0,0.0
1259,OH,39,2020-02-15,0,0.0,0.0
1310,OH,39,2020-02-16,0,0.0,0.0
1361,OH,39,2020-02-17,0,0.0,0.0
1412,OH,39,2020-02-18,0,0.0,0.0
1463,OH,39,2020-02-19,0,0.0,0.0
1514,OH,39,2020-02-20,0,0.0,0.0
1565,OH,39,2020-02-21,0,0.0,0.0
1616,OH,39,2020-02-22,0,0.0,0.0
1667,OH,39,2020-02-23,0,0.0,0.0
1718,OH,39,2020-02-24,0,0.0,0.0
1769,OH,39,2020-02-25,0,0.0,0.0
1820,OH,39,2020-02-26,0,0.0,0.0
1871,OH,39,2020-02-27,0,0.0,0.0
1922,OH,39,2020-02-28,0,0.0,0.0
1973,OH,39,2020-02-29,0,0.0,0.0
2024,OH,39,2020-03-01,0,0.0,0.0
2075,OH,39,2020-03-02,0,0.0,0.0
2126,OH,39,2020-03-03,0,0.0,0.0
2177,OH,39,2020-03-04,0,0.0,0.0
2228,OH,39,2020-03-05,0,0.0,0.0
2279,OH,39,2020-03-06,0,0.0,0.0
2330,OH,39,2020-03-07,0,0.0,0.0
2381,OH,39,2020-03-08,0,0.0,0.0
2432,OH,39,2020-03-09,0,0.0,0.0
2483,OH,39,2020-03-10,0,0.0,0.0
2534,OH,39,2020-03-11,0,0.0,0.0
2585,OH,39,2020-03-12,0,0.0,0.0
2636,OH,39,2020-03-13,0,0.0,0.0
2687,OH,39,2020-03-14,0,0.0,0.0
2738,OH,39,2020-03-15,0,0.0,0.0
2789,OH,39,2020-03-16,0,0.0,0.0
2840,OH,39,2020-03-17,0,0.0,0.0
2891,OH,39,2020-03-18,0,0.0,0.0
2942,OH,39,2020-03-19,0,0.0,0.0
2993,OH,39,2020-03-20,1,1.0,0.14285714285714285
3044,OH,39,2020-03-21,3,2.0,0.42857142857142855
3095,OH,39,2020-03-22,3,0.0,0.42857142857142855
3146,OH,39,2020-03-23,6,3.0,0.8571428571428571
3197,OH,39,2020-03-24,8,2.0,1.1428571428571428
3248,OH,39,2020-03-25,10,2.0,1.4285714285714286
3299,OH,39,2020-03-26,15,5.0,2.142857142857143
3350,OH,39,2020-03-27,19,4.0,2.5714285714285716
3401,OH,39,2020-03-28,25,6.0,3.142857142857143
3452,OH,39,2020-03-29,29,4.0,3.7142857142857144
3503,OH,39,2020-03-30,39,10.0,4.714285714285714
3554,OH,39,2020-03-31,55,16.0,6.714285714285714
3605,OH,39,2020-04-01,65,10.0,7.857142857142857
3656,OH,39,2020-04-02,81,16.0,9.428571428571429
3707,OH,39,2020-04-03,90,9.0,10.142857142857142
3758,OH,39,2020-04-04,102,12.0,11.0
3809,OH,39,2020-04-05,119,17.0,12.857142857142858
3860,OH,39,2020-04-06,142,23.0,14.714285714285714
3911,OH,39,2020-04-07,167,25.0,16.0
3962,OH,39,2020-04-08,191,24.0,18.0
4013,OH,39,2020-04-09,212,21.0,18.714285714285715
4064,OH,39,2020-04-10,231,19.0,20.142857142857142
4115,OH,39,2020-04-11,247,16.0,20.714285714285715
4166,OH,39,2020-04-12,253,6.0,19.142857142857142
4217,OH,39,2020-04-13,253,0.0,15.857142857142858
4268,OH,39,2020-04-14,323,70.0,22.285714285714285
4319,OH,39,2020-04-15,361,38.0,24.285714285714285
4370,OH,39,2020-04-16,389,28.0,25.285714285714285
4421,OH,39,2020-04-17,418,29.0,26.714285714285715
4472,OH,39,2020-04-18,451,33.0,29.142857142857142
4523,OH,39,2020-04-19,471,20.0,31.142857142857142
4574,OH,39,2020-04-20,509,38.0,36.57142857142857
4625,OH,39,2020-04-21,556,47.0,33.285714285714285
4676,OH,39,2020-04-22,607,51.0,35.142857142857146
4727,OH,39,2020-04-23,652,45.0,37.57142857142857
4778,OH,39,2020-04-24,689,37.0,38.714285714285715
4829,OH,39,2020-04-25,709,20.0,36.857142857142854
4880,OH,39,2020-04-26,726,17.0,36.42857142857143
4931,OH,39,2020-04-27,753,27.0,34.857142857142854
4982,OH,39,2020-04-28,799,46.0,34.714285714285715
5033,OH,39,2020-04-29,934,135.0,46.714285714285715
5084,OH,39,2020-04-30,975,41.0,46.142857142857146
5135,OH,39,2020-05-01,1002,27.0,44.714285714285715
5186,OH,39,2020-05-02,1021,19.0,44.57142857142857
5237,OH,39,2020-05-03,1038,17.0,44.57142857142857
5288,OH,39,2020-05-04,1056,18.0,43.285714285714285
5339,OH,39,2020-05-05,1132,76.0,47.57142857142857
5390,OH,39,2020-05-06,1224,92.0,41.42857142857143
5441,OH,39,2020-05-07,1271,47.0,42.285714285714285
5492,OH,39,2020-05-08,1304,33.0,43.142857142857146
5543,OH,39,2020-05-09,1331,27.0,44.285714285714285
5594,OH,39,2020-05-10,1341,10.0,43.285714285714285
5645,OH,39,2020-05-11,1357,16.0,43.0
5696,OH,39,2020-05-12,1436,79.0,43.42857142857143
5747,OH,39,2020-05-13,1482,46.0,36.857142857142854
5798,OH,39,2020-05-14,1534,52.0,37.57142857142857
5849,OH,39,2020-05-15,1580,46.0,39.42857142857143
5900,OH,39,2020-05-16,1610,30.0,39.857142857142854
5951,OH,39,2020-05-17,1625,15.0,40.57142857142857
6002,OH,39,2020-05-18,1657,32.0,42.857142857142854
6053,OH,39,2020-05-19,1720,63.0,40.57142857142857
6104,OH,39,2020-05-20,1780,60.0,42.57142857142857
6155,OH,39,2020-05-21,1834,54.0,42.857142857142854
6206,OH,39,2020-05-22,1871,37.0,41.57142857142857
6257,OH,39,2020-05-23,1951,80.0,48.714285714285715
6308,OH,39,2020-05-24,1966,15.0,48.714285714285715
6359,OH,39,2020-05-25,1984,18.0,46.714285714285715
6410,OH,39,2020-05-26,1999,15.0,39.857142857142854
6461,OH,39,2020-05-27,2040,41.0,37.142857142857146
6512,OH,39,2020-05-28,2096,56.0,37.42857142857143
6563,OH,39,2020-05-29,2129,33.0,36.857142857142854
6614,OH,39,2020-05-30,2146,17.0,27.857142857142858
6665,OH,39,2020-05-31,2151,5.0,26.428571428571427
6716,OH,39,2020-06-01,2203,52.0,31.285714285714285
6767,OH,39,2020-06-02,2256,53.0,36.714285714285715
6818,OH,39,2020-06-03,2297,41.0,36.714285714285715
6869,OH,39,2020-06-04,2336,39.0,34.285714285714285
6920,OH,39,2020-06-05,2354,18.0,32.142857142857146
6971,OH,39,2020-06-06,2370,16.0,32.0
7022,OH,39,2020-06-07,2377,7.0,32.285714285714285
7073,OH,39,2020-06-08,2403,26.0,28.571428571428573
7124,OH,39,2020-06-09,2421,18.0,23.571428571428573
7175,OH,39,2020-06-10,2457,36.0,22.857142857142858
7226,OH,39,2020-06-11,2490,33.0,22.0
7277,OH,39,2020-06-12,2508,18.0,22.0
7328,OH,39,2020-06-13,2554,46.0,26.285714285714285
7379,OH,39,2020-06-14,2557,3.0,25.714285714285715
7430,OH,39,2020-06-15,2573,16.0,24.285714285714285
7481,OH,39,2020-06-16,2596,23.0,25.0
7532,OH,39,2020-06-17,2611,15.0,22.0
7583,OH,39,2020-06-18,2633,22.0,20.428571428571427
7634,OH,39,2020-06-19,2667,34.0,22.714285714285715
7685,OH,39,2020-06-20,2697,30.0,20.428571428571427
7736,OH,39,2020-06-21,2700,3.0,20.428571428571427
7787,OH,39,2020-06-22,2704,4.0,18.714285714285715
7838,OH,39,2020-06-23,2734,30.0,19.714285714285715
7889,OH,39,2020-06-24,2754,20.0,20.428571428571427
7940,OH,39,2020-06-25,2771,17.0,19.714285714285715
7991,OH,39,2020-06-26,2787,16.0,17.142857142857142
8042,OH,39,2020-06-27,2803,16.0,15.142857142857142
8093,OH,39,2020-06-28,2806,3.0,15.142857142857142
8144,OH,39,2020-06-29,2817,11.0,16.142857142857142
8195,OH,39,2020-06-30,2862,45.0,18.285714285714285
8246,OH,39,2020-07-01,2876,14.0,17.428571428571427
8297,OH,39,2020-07-02,2876,0.0,15.0
8348,OH,39,2020-07-03,2903,27.0,16.571428571428573
8399,OH,39,2020-07-04,2906,3.0,14.714285714285714
8450,OH,39,2020-07-05,2910,4.0,14.857142857142858
8501,OH,39,2020-07-06,2926,16.0,15.571428571428571
8552,OH,39,2020-07-07,2969,43.0,15.285714285714286
8603,OH,39,2020-07-08,2990,21.0,16.285714285714285
8654,OH,39,2020-07-09,3005,15.0,18.428571428571427
8705,OH,39,2020-07-10,3030,25.0,18.142857142857142
8756,OH,39,2020-07-11,3033,3.0,18.142857142857142
8807,OH,39,2020-07-12,3054,21.0,20.571428571428573
8858,OH,39,2020-07-13,3060,6.0,19.142857142857142
8909,OH,39,2020-07-14,3067,7.0,14.0
8960,OH,39,2020-07-15,3074,7.0,12.0
9011,OH,39,2020-07-16,3103,29.0,14.0
9062,OH,39,2020-07-17,3112,9.0,11.714285714285714
9113,OH,39,2020-07-18,3132,20.0,14.142857142857142
9164,OH,39,2020-07-19,3171,39.0,16.714285714285715
9215,OH,39,2020-07-20,3184,13.0,17.714285714285715
9266,OH,39,2020-07-21,3209,25.0,20.285714285714285
9317,OH,39,2020-07-22,3225,16.0,21.571428571428573
9368,OH,39,2020-07-23,3254,29.0,21.571428571428573
9419,OH,39,2020-07-24,3294,40.0,26.0
9470,OH,39,2020-07-25,3295,1.0,23.285714285714285
9521,OH,39,2020-07-26,3305,10.0,19.142857142857142
9572,OH,39,2020-07-27,3342,37.0,22.571428571428573
9623,OH,39,2020-07-28,3342,0.0,19.0
9674,OH,39,2020-07-29,3420,78.0,27.857142857142858
9725,OH,39,2020-07-30,3441,21.0,26.714285714285715
9776,OH,39,2020-07-31,3485,44.0,27.285714285714285
9827,OH,39,2020-08-01,3510,25.0,30.714285714285715
9878,OH,39,2020-08-02,3526,16.0,31.571428571428573
9929,OH,39,2020-08-03,3535,9.0,27.571428571428573
9980,OH,39,2020-08-04,3566,31.0,32.0
10031,OH,39,2020-08-05,3595,29.0,25.0
10082,OH,39,2020-08-06,3618,23.0,25.285714285714285
10133,OH,39,2020-08-07,3650,32.0,23.571428571428573
10184,OH,39,2020-08-08,3666,16.0,22.285714285714285
10235,OH,39,2020-08-09,3667,1.0,20.142857142857142
10286,OH,39,2020-08-10,3672,5.0,19.571428571428573
10337,OH,39,2020-08-11,3706,34.0,20.0
10388,OH,39,2020-08-12,3731,25.0,19.428571428571427
10439,OH,39,2020-08-13,3755,24.0,19.571428571428573
10490,OH,39,2020-08-14,3784,29.0,19.142857142857142
10541,OH,39,2020-08-15,3823,39.0,22.428571428571427
10592,OH,39,2020-08-16,3826,3.0,22.714285714285715
10643,OH,39,2020-08-17,3831,5.0,22.714285714285715
10694,OH,39,2020-08-18,3871,40.0,23.571428571428573
10745,OH,39,2020-08-19,3906,35.0,25.0
10796,OH,39,2020-08-20,3927,21.0,24.571428571428573
10847,OH,39,2020-08-21,3955,28.0,24.428571428571427
10898,OH,39,2020-08-22,3975,20.0,21.714285714285715
10949,OH,39,2020-08-23,3978,3.0,21.714285714285715
11000,OH,39,2020-08-24,3985,7.0,22.0
11051,OH,39,2020-08-25,3996,11.0,17.857142857142858
11102,OH,39,2020-08-26,4044,48.0,19.714285714285715
11153,OH,39,2020-08-27,4076,32.0,21.285714285714285
11204,OH,39,2020-08-28,4105,29.0,21.428571428571427
11255,OH,39,2020-08-29,4125,20.0,21.428571428571427
11306,OH,39,2020-08-30,4126,1.0,21.142857142857142
11357,OH,39,2020-08-31,4137,11.0,21.714285714285715
11408,OH,39,2020-09-01,4164,27.0,24.0
11459,OH,39,2020-09-02,4175,11.0,18.714285714285715
11510,OH,39,2020-09-03,4225,50.0,21.285714285714285
11561,OH,39,2020-09-04,4246,21.0,20.142857142857142
11612,OH,39,2020-09-05,4255,9.0,18.571428571428573
11663,OH,39,2020-09-06,4258,3.0,18.857142857142858
11714,OH,39,2020-09-07,4276,18.0,19.857142857142858
11765,OH,39,2020-09-08,4298,22.0,19.142857142857142
11816,OH,39,2020-09-09,4324,26.0,21.285714285714285
11867,OH,39,2020-09-10,4354,30.0,18.428571428571427
