,County Name,State
2354,Kent County,RI
2355,Newport County,RI
2356,Providence County,RI
2357,Washington County,RI
2358,Statewide Unallocated,SC
2359,Abbeville County,SC
2360,Aiken County,SC
2361,Allendale County,SC
2362,Anderson County,SC
2363,Bamberg County,SC
2364,Barnwell County,SC
2365,Beaufort County,SC
2366,Berkeley County,SC
2367,Calhoun County,SC
2368,Charleston County,SC
2369,Cherokee County,SC
2370,Chester County,SC
2371,Chesterfield County,SC
2372,Clarendon County,SC
2373,Colleton County,SC
2374,Darlington County,SC
2375,Dillon County,SC
2376,Dorchester County,SC
2377,Edgefield County,SC
2378,Fairfield County,SC
2379,Florence County,SC
2380,Georgetown County,SC
2381,Greenville County,SC
2382,Greenwood County,SC
2383,Hampton County,SC
2384,Horry County,SC
2385,Jasper County,SC
2386,Kershaw County,SC
2387,Lancaster County,SC
2388,Laurens County,SC
2389,Lee County,SC
2390,Lexington County,SC
2391,McCormick County,SC
2392,Marion County,SC
2393,Marlboro County,SC
2394,Newberry County,SC
2395,Oconee County,SC
2396,Orangeburg County,SC
2397,Pickens County,SC
2398,Richland County,SC
2399,Saluda County,SC
2400,Spartanburg County,SC
2401,Sumter County,SC
2402,Union County,SC
2403,Williamsburg County,SC
2404,York County,SC
2405,Statewide Unallocated,SD
2406,Aurora County,SD
2407,Beadle County,SD
2408,Bennett County,SD
2409,Bon Homme County,SD
2410,Brookings County,SD
2411,Brown County,SD
2412,Brule County,SD
2413,Buffalo County,SD
2414,Butte County,SD
2415,Campbell County,SD
2416,Charles Mix County,SD
2417,Clark County,SD
2418,Clay County,SD
2419,Codington County,SD
2420,Corson County,SD
2421,Custer County,SD
2422,Davison County,SD
2423,Day County,SD
2424,Deuel County,SD
2425,Dewey County,SD
2426,Douglas County,SD
2427,Edmunds County,SD
2428,Fall River County,SD
2429,Faulk County,SD
2430,Grant County,SD
2431,Gregory County,SD
2432,Haakon County,SD
2433,Hamlin County,SD
2434,Hand County,SD
2435,Hanson County,SD
2436,Harding County,SD
2437,Hughes County,SD
2438,Hutchinson County,SD
2439,Hyde County,SD
2440,Jackson County,SD
2441,Jerauld County,SD
2442,Jones County,SD
2443,Kingsbury County,SD
2444,Lake County,SD
2445,Lawrence County,SD
2446,Lincoln County,SD
2447,Lyman County,SD
2448,McCook County,SD
2449,McPherson County,SD
2450,Marshall County,SD
2451,Meade County,SD
2452,Mellette County,SD
2453,Miner County,SD
2454,Minnehaha County,SD
2455,Moody County,SD
2456,Oglala Lakota County,SD
2457,Pennington County,SD
2458,Perkins County,SD
2459,Potter County,SD
2460,Roberts County,SD
2461,Sanborn County,SD
2462,Spink County,SD
2463,Stanley County,SD
2464,Sully County,SD
2465,Todd County,SD
2466,Tripp County,SD
2467,Turner County,SD
2468,Union County,SD
2469,Walworth County,SD
2470,Yankton County,SD
2471,Ziebach County,SD
2472,Statewide Unallocated,TN
2473,Anderson County,TN
2474,Bedford County,TN
2475,Benton County,TN
2476,Bledsoe County,TN
2477,Blount County,TN
2478,Bradley County,TN
2479,Campbell County,TN
2480,Cannon County,TN
2481,Carroll County,TN
2482,Carter County,TN
2483,Cheatham County,TN
2484,Chester County,TN
2485,Claiborne County,TN
2486,Clay County,TN
2487,Cocke County,TN
2488,Coffee County,TN
2489,Crockett County,TN
2490,Cumberland County,TN
2491,Davidson County,TN
2492,Decatur County,TN
2493,DeKalb County,TN
2494,Dickson County,TN
2495,Dyer County,TN
2496,Fayette County,TN
2497,Fentress County,TN
2498,Franklin County,TN
2499,Gibson County,TN
2500,Giles County,TN
2501,Grainger County,TN
2502,Greene County,TN
2503,Grundy County,TN
2504,Hamblen County,TN
2505,Hamilton County,TN
2506,Hancock County,TN
2507,Hardeman County,TN
2508,Hardin County,TN
2509,Hawkins County,TN
2510,Haywood County,TN
2511,Henderson County,TN
2512,Henry County,TN
2513,Hickman County,TN
2514,Houston County,TN
2515,Humphreys County,TN
2516,Jackson County,TN
2517,Jefferson County,TN
2518,Johnson County,TN
2519,Knox County,TN
2520,Lake County,TN
2521,Lauderdale County,TN
2522,Lawrence County,TN
2523,Lewis County,TN
2524,Lincoln County,TN
2525,Loudon County,TN
2526,McMinn County,TN
2527,McNairy County,TN
2528,Macon County,TN
2529,Madison County,TN
2530,Marion County,TN
2531,Marshall County,TN
2532,Maury County,TN
2533,Meigs County,TN
2534,Monroe County,TN
2535,Montgomery County,TN
2536,Moore County,TN
2537,Morgan County,TN
2538,Obion County,TN
2539,Overton County,TN
2540,Perry County,TN
2541,Pickett County,TN
2542,Polk County,TN
2543,Putnam County,TN
2544,Rhea County,TN
2545,Roane County,TN
2546,Robertson County,TN
2547,Rutherford County,TN
2548,Scott County,TN
2549,Sequatchie County,TN
2550,Sevier County,TN
2551,Shelby County,TN
2552,Smith County,TN
2553,Stewart County,TN
2554,Sullivan County,TN
2555,Sumner County,TN
2556,Tipton County,TN
2557,Trousdale County,TN
2558,Unicoi County,TN
2559,Union County,TN
2560,Van Buren County,TN
2561,Warren County,TN
2562,Washington County,TN
2563,Wayne County,TN
2564,Weakley County,TN
2565,White County,TN
2566,Williamson County,TN
2567,Wilson County,TN
2568,Statewide Unallocated,TX
2569,Anderson County,TX
2570,Andrews County,TX
2571,Angelina County,TX
2572,Aransas County,TX
2573,Archer County,TX
2574,Armstrong County,TX
2575,Atascosa County,TX
2576,Austin County,TX
2577,Bailey County,TX
2578,Bandera County,TX
2579,Bastrop County,TX
2580,Baylor County,TX
2581,Bee County,TX
2582,Bell County,TX
2583,Bexar County,TX
2584,Blanco County,TX
2585,Borden County,TX
2586,Bosque County,TX
2587,Bowie County,TX
2588,Brazoria County,TX
2589,Brazos County,TX
2590,Brewster County,TX
2591,Briscoe County,TX
2592,Brooks County,TX
2593,Brown County,TX
2594,Burleson County,TX
2595,Burnet County,TX
2596,Caldwell County,TX
2597,Calhoun County,TX
2598,Callahan County,TX
2599,Cameron County,TX
2600,Camp County,TX
2601,Carson County,TX
2602,Cass County,TX
2603,Castro County,TX
2604,Chambers County,TX
2605,Cherokee County,TX
2606,Childress County,TX
2607,Clay County,TX
2608,Cochran County,TX
2609,Coke County,TX
2610,Coleman County,TX
2611,Collin County,TX
2612,Collingsworth County,TX
2613,Colorado County,TX
2614,Comal County,TX
2615,Comanche County,TX
2616,Concho County,TX
2617,Cooke County,TX
2618,Coryell County,TX
2619,Cottle County,TX
2620,Crane County,TX
2621,Crockett County,TX
2622,Crosby County,TX
2623,Culberson County,TX
2624,Dallam County,TX
2625,Dallas County,TX
2626,Dawson County,TX
2627,Deaf Smith County,TX
2628,Delta County,TX
2629,Denton County,TX
2630,DeWitt County,TX
2631,Dickens County,TX
2632,Dimmit County,TX
2633,Donley County,TX
2634,Duval County,TX
2635,Eastland County,TX
2636,Ector County,TX
2637,Edwards County,TX
2638,Ellis County,TX
2639,El Paso County,TX
2640,Erath County,TX
2641,Falls County,TX
2642,Fannin County,TX
2643,Fayette County,TX
2644,Fisher County,TX
2645,Floyd County,TX
2646,Foard County,TX
2647,Fort Bend County,TX
2648,Franklin County,TX
2649,Freestone County,TX
2650,Frio County,TX
2651,Gaines County,TX
2652,Galveston County,TX
2653,Garza County,TX
2654,Gillespie County,TX
2655,Glasscock County,TX
2656,Goliad County,TX
2657,Gonzales County,TX
2658,Gray County,TX
2659,Grayson County,TX
2660,Gregg County,TX
2661,Grimes County,TX
2662,Guadalupe County,TX
2663,Hale County,TX
2664,Hall County,TX
2665,Hamilton County,TX
2666,Hansford County,TX
2667,Hardeman County,TX
2668,Hardin County,TX
2669,Harris County,TX
2670,Harrison County,TX
2671,Hartley County,TX
2672,Haskell County,TX
2673,Hays County,TX
2674,Hemphill County,TX
2675,Henderson County,TX
2676,Hidalgo County,TX
2677,Hill County,TX
2678,Hockley County,TX
2679,Hood County,TX
2680,Hopkins County,TX
2681,Houston County,TX
2682,Howard County,TX
2683,Hudspeth County,TX
2684,Hunt County,TX
2685,Hutchinson County,TX
2686,Irion County,TX
2687,Jack County,TX
2688,Jackson County,TX
2689,Jasper County,TX
2690,Jeff Davis County,TX
2691,Jefferson County,TX
2692,Jim Hogg County,TX
2693,Jim Wells County,TX
2694,Johnson County,TX
2695,Jones County,TX
2696,Karnes County,TX
2697,Kaufman County,TX
2698,Kendall County,TX
2699,Kenedy County,TX
2700,Kent County,TX
2701,Kerr County,TX
2702,Kimble County,TX
2703,King County,TX
2704,Kinney County,TX
2705,Kleberg County,TX
2706,Knox County,TX
2707,Lamar County,TX
2708,Lamb County,TX
2709,Lampasas County,TX
2710,La Salle County,TX
2711,Lavaca County,TX
2712,Lee County,TX
2713,Leon County,TX
2714,Liberty County,TX
2715,Limestone County,TX
2716,Lipscomb County,TX
2717,Live Oak County,TX
2718,Llano County,TX
2719,Loving County,TX
2720,Lubbock County,TX
2721,Lynn County,TX
2722,McCulloch County,TX
2723,McLennan County,TX
2724,McMullen County,TX
2725,Madison County,TX
2726,Marion County,TX
2727,Martin County,TX
2728,Mason County,TX
2729,Matagorda County,TX
2730,Maverick County,TX
2731,Medina County,TX
2732,Menard County,TX
2733,Midland County,TX
2734,Milam County,TX
2735,Mills County,TX
2736,Mitchell County,TX
2737,Montague County,TX
2738,Montgomery County,TX
2739,Moore County,TX
2740,Morris County,TX
2741,Motley County,TX
2742,Nacogdoches County,TX
2743,Navarro County,TX
2744,Newton County,TX
2745,Nolan County,TX
2746,Nueces County,TX
2747,Ochiltree County,TX
2748,Oldham County,TX
2749,Orange County,TX
2750,Palo Pinto County,TX
2751,Panola County,TX
2752,Parker County,TX
2753,Parmer County,TX
2754,Pecos County,TX
2755,Polk County,TX
2756,Potter County,TX
2757,Presidio County,TX
2758,Rains County,TX
2759,Randall County,TX
2760,Reagan County,TX
2761,Real County,TX
2762,Red River County,TX
2763,Reeves County,TX
2764,Refugio County,TX
2765,Roberts County,TX
2766,Robertson County,TX
2767,Rockwall County,TX
2768,Runnels County,TX
2769,Rusk County,TX
2770,Sabine County,TX
2771,San Augustine County,TX
2772,San Jacinto County,TX
2773,San Patricio County,TX
2774,San Saba County,TX
2775,Schleicher County,TX
2776,Scurry County,TX
2777,Shackelford County,TX
2778,Shelby County,TX
2779,Sherman County,TX
2780,Smith County,TX
2781,Somervell County,TX
2782,Starr County,TX
2783,Stephens County,TX
2784,Sterling County,TX
2785,Stonewall County,TX
2786,Sutton County,TX
2787,Swisher County,TX
2788,Tarrant County,TX
2789,Taylor County,TX
2790,Terrell County,TX
2791,Terry County,TX
2792,Throckmorton County,TX
2793,Titus County,TX
2794,Tom Green County,TX
2795,Travis County,TX
2796,Trinity County,TX
2797,Tyler County,TX
2798,Upshur County,TX
2799,Upton County,TX
2800,Uvalde County,TX
2801,Val Verde County,TX
2802,Van Zandt County,TX
2803,Victoria County,TX
2804,Walker County,TX
2805,Waller County,TX
2806,Ward County,TX
2807,Washington County,TX
2808,Webb County,TX
2809,Wharton County,TX
2810,Wheeler County,TX
2811,Wichita County,TX
2812,Wilbarger County,TX
2813,Willacy County,TX
2814,Williamson County,TX
2815,Wilson County,TX
2816,Winkler County,TX
2817,Wise County,TX
2818,Wood County,TX
2819,Yoakum County,TX
2820,Young County,TX
2821,Zapata County,TX
2822,Zavala County,TX
2823,Statewide Unallocated,UT
2824,Beaver County,UT
2825,Box Elder County,UT
2826,Cache County,UT
2827,Carbon County,UT
2828,Daggett County,UT
2829,Davis County,UT
2830,Duchesne County,UT
2831,Emery County,UT
2832,Garfield County,UT
2833,Grand County,UT
2834,Iron County,UT
2835,Juab County,UT
2836,Kane County,UT
2837,Millard County,UT
2838,Morgan County,UT
2839,Piute County,UT
2840,Rich County,UT
2841,Salt Lake County,UT
2842,San Juan County,UT
2843,Sanpete County,UT
2844,Sevier County,UT
2845,Summit County,UT
2846,Tooele County,UT
2847,Uintah County,UT
2848,Utah County,UT
2849,Wasatch County,UT
2850,Washington County,UT
2851,Wayne County,UT
2852,Weber County,UT
2853,Statewide Unallocated,VT
2854,Addison County,VT
2855,Bennington County,VT
2856,Caledonia County,VT
2857,Chittenden County,VT
2858,Essex County,VT
2859,Franklin County,VT
2860,Grand Isle County,VT
2861,Lamoille County,VT
2862,Orange County,VT
2863,Orleans County,VT
2864,Rutland County,VT
2865,Washington County,VT
2866,Windham County,VT
2867,Windsor County,VT
2868,Statewide Unallocated,VA
2869,Accomack County,VA
2870,Albemarle County,VA
2871,Alleghany County,VA
2872,Amelia County,VA
2873,Amherst County,VA
2874,Appomattox County,VA
2875,Arlington County,VA
2876,Augusta County,VA
2877,Bath County,VA
2878,Bedford County,VA
2879,Bland County,VA
2880,Botetourt County,VA
2881,Brunswick County,VA
2882,Buchanan County,VA
2883,Buckingham County,VA
2884,Campbell County,VA
2885,Caroline County,VA
2886,Carroll County,VA
2887,Charles City County,VA
2888,Charlotte County,VA
2889,Chesterfield County,VA
2890,Clarke County,VA
2891,Craig County,VA
2892,Culpeper County,VA
2893,Cumberland County,VA
2894,Dickenson County,VA
2895,Dinwiddie County,VA
2896,Essex County,VA
2897,Fairfax County,VA
2898,Fauquier County,VA
2899,Floyd County,VA
2900,Fluvanna County,VA
2901,Franklin County,VA
2902,Frederick County,VA
2903,Giles County,VA
2904,Gloucester County,VA
2905,Goochland County,VA
2906,Grayson County,VA
2907,Greene County,VA
2908,Greensville County,VA
2909,Halifax County,VA
2910,Hanover County,VA
2911,Henrico County,VA
2912,Henry County,VA
2913,Highland County,VA
2914,Isle of Wight County,VA
2915,James City County,VA
2916,King and Queen County,VA
2917,King George County,VA
2918,King William County,VA
2919,Lancaster County,VA
2920,Lee County,VA
2921,Loudoun County,VA
2922,Louisa County,VA
2923,Lunenburg County,VA
2924,Madison County,VA
2925,Matthews County,VA
2926,Mecklenburg County,VA
2927,Middlesex County,VA
2928,Montgomery County,VA
2929,Nelson County,VA
2930,New Kent County,VA
2931,Northampton County,VA
2932,Northumberland County,VA
2933,Nottoway County,VA
2934,Orange County,VA
2935,Page County,VA
2936,Patrick County,VA
2937,Pittsylvania County,VA
2938,Powhatan County,VA
2939,Prince Edward County,VA
2940,Prince George County,VA
2941,Prince William County,VA
2942,Pulaski County,VA
2943,Rappahannock County,VA
2944,Richmond County,VA
2945,Roanoke County,VA
2946,Rockbridge County,VA
2947,Rockingham County,VA
2948,Russell County,VA
2949,Scott County,VA
2950,Shenandoah County,VA
2951,Smyth County,VA
2952,Southampton County,VA
2953,Spotsylvania County,VA
2954,Stafford County,VA
2955,Surry County,VA
2956,Sussex County,VA
2957,Tazewell County,VA
2958,Warren County,VA
2959,Washington County,VA
2960,Westmoreland County,VA
2961,Wise County,VA
2962,Wythe County,VA
2963,York County,VA
2964,Alexandria City,VA
2965,Bristol city,VA
2966,Buena Vista city,VA
2967,Charlottesville City,VA
2968,Chesapeake City,VA
2969,Colonial Heights city,VA
2970,Covington city,VA
2971,Danville City,VA
2972,Emporia city,VA
2973,Fairfax city,VA
2974,Falls Church city,VA
2975,Franklin city,VA
2976,Fredericksburg City,VA
2977,Galax city,VA
2978,Hampton city,VA
2979,Harrisonburg City,VA
2980,Hopewell city,VA
2981,Lexington city,VA
2982,Lynchburg city,VA
2983,Manassas City,VA
2984,Manassas Park city,VA
2985,Martinsville city,VA
2986,Newport News City,VA
2987,Norfolk City,VA
2988,Norton city,VA
2989,Petersburg city,VA
2990,Poquoson city,VA
2991,Portsmouth City,VA
2992,Radford city,VA
2993,Richmond City,VA
2994,Roanoke city,VA
2995,Salem city,VA
2996,Staunton city,VA
2997,Suffolk City,VA
2998,Virginia Beach City,VA
2999,Waynesboro city,VA
3000,Williamsburg City,VA
3001,Winchester city,VA
3002,Statewide Unallocated,WA
3003,Adams County,WA
3004,Asotin County,WA
3005,Benton County,WA
3006,Chelan County,WA
3007,Clallam County,WA
3008,Clark County,WA
3009,Columbia County,WA
3010,Cowlitz County,WA
3011,Douglas County,WA
3012,Ferry County,WA
3013,Franklin County,WA
3014,Garfield County,WA
3015,Grant County,WA
3016,Grays Harbor County,WA
3017,Island County,WA
3018,Jefferson County,WA
3019,King County,WA
3020,Kitsap County,WA
3021,Kittitas County,WA
3022,Klickitat County,WA
3023,Lewis County,WA
3024,Lincoln County,WA
3025,Mason County,WA
3026,Okanogan County,WA
3027,Pacific County,WA
3028,Pend Oreille County,WA
3029,Pierce County,WA
3030,San Juan County,WA
3031,Skagit County,WA
3032,Skamania County,WA
3033,Snohomish County,WA
3034,Spokane County,WA
3035,Stevens County,WA
3036,Thurston County,WA
3037,Wahkiakum County,WA
3038,Walla Walla County,WA
3039,Whatcom County,WA
3040,Whitman County,WA
3041,Yakima County,WA
3042,Statewide Unallocated,WV
3043,Barbour County,WV
3044,Berkeley County,WV
3045,Boone County,WV
3046,Braxton County,WV
3047,Brooke County,WV
3048,Cabell County,WV
3049,Calhoun County,WV
3050,Clay County,WV
3051,Doddridge County,WV
3052,Fayette County,WV
3053,Gilmer County,WV
3054,Grant County,WV
3055,Greenbrier County,WV
3056,Hampshire County,WV
3057,Hancock County,WV
3058,Hardy County,WV
3059,Harrison County,WV
3060,Jackson County,WV
3061,Jefferson County,WV
3062,Kanawha County,WV
3063,Lewis County,WV
3064,Lincoln County,WV
3065,Logan County,WV
3066,McDowell County,WV
3067,Marion County,WV
3068,Marshall County,WV
3069,Mason County,WV
3070,Mercer County,WV
3071,Mineral County,WV
3072,Mingo County,WV
3073,Monongalia County,WV
3074,Monroe County,WV
3075,Morgan County,WV
3076,Nicholas County,WV
3077,Ohio County,WV
3078,Pendleton County,WV
3079,Pleasants County,WV
3080,Pocahontas County,WV
3081,Preston County,WV
3082,Putnam County,WV
3083,Raleigh County,WV
3084,Randolph County,WV
3085,Ritchie County,WV
3086,Roane County,WV
3087,Summers County,WV
3088,Taylor County,WV
3089,Tucker County,WV
3090,Tyler County,WV
3091,Upshur County,WV
3092,Wayne County,WV
3093,Webster County,WV
3094,Wetzel County,WV
3095,Wirt County,WV
3096,Wood County,WV
3097,Wyoming County,WV
3098,Statewide Unallocated,WI
3099,Adams County,WI
3100,Ashland County,WI
3101,Barron County,WI
3102,Bayfield County,WI
3103,Brown County,WI
3104,Buffalo County,WI
3105,Burnett County,WI
3106,Calumet County,WI
3107,Chippewa County,WI
3108,Clark County,WI
3109,Columbia County,WI
3110,Crawford County,WI
3111,Dane County,WI
3112,Dodge County,WI
3113,Door County,WI
3114,Douglas County,WI
3115,Dunn County,WI
3116,Eau Claire County,WI
3117,Florence County,WI
3118,Fond du Lac County,WI
3119,Forest County,WI
3120,Grant County,WI
3121,Green County,WI
3122,Green Lake County,WI
3123,Iowa County,WI
3124,Iron County,WI
3125,Jackson County,WI
3126,Jefferson County,WI
3127,Juneau County,WI
3128,Kenosha County,WI
3129,Kewaunee County,WI
3130,La Crosse County,WI
3131,Lafayette County,WI
3132,Langlade County,WI
3133,Lincoln County,WI
3134,Manitowoc County,WI
3135,Marathon County,WI
3136,Marinette County,WI
3137,Marquette County,WI
3138,Menominee County,WI
3139,Milwaukee County,WI
3140,Monroe County,WI
3141,Oconto County,WI
3142,Oneida County,WI
3143,Outagamie County,WI
3144,Ozaukee County,WI
3145,Pepin County,WI
3146,Pierce County,WI
3147,Polk County,WI
3148,Portage County,WI
3149,Price County,WI
3150,Racine County,WI
3151,Richland County,WI
3152,Rock County,WI
3153,Rusk County,WI
3154,St. Croix County,WI
3155,Sauk County,WI
3156,Sawyer County,WI
3157,Shawano County,WI
3158,Sheboygan County,WI
3159,Taylor County,WI
3160,Trempealeau County,WI
3161,Vernon County,WI
3162,Vilas County,WI
3163,Walworth County,WI
3164,Washburn County,WI
3165,Washington County,WI
3166,Waukesha County,WI
3167,Waupaca County,WI
3168,Waushara County,WI
3169,Winnebago County,WI
3170,Wood County,WI
3171,Statewide Unallocated,WY
3172,Albany County,WY
3173,Big Horn County,WY
3174,Campbell County,WY
3175,Carbon County,WY
3176,Converse County,WY
3177,Crook County,WY
3178,Fremont County,WY
3179,Goshen County,WY
3180,Hot Springs County,WY
3181,Johnson County,WY
3182,Laramie County,WY
3183,Lincoln County,WY
3184,Natrona County,WY
3185,Niobrara County,WY
3186,Park County,WY
3187,Platte County,WY
3188,Sheridan County,WY
3189,Sublette County,WY
3190,Sweetwater County,WY
3191,Teton County,WY
3192,Uinta County,WY
3193,Washakie County,WY
3194,Weston County,WY
