,State,stateFIPS,Date,Total Cases,Incremental Cases,cases moving_average,Total Deaths,Incremental Deaths,death moving_average
13884,AR,5,2020-07-30,41697,783.0,777.1428571428571,440,8.0,8.0
13885,AR,5,2020-07-31,42431,734.0,740.2857142857143,451,11.0,8.428571428571429
13886,AR,5,2020-08-01,43087,656.0,729.8571428571429,457,6.0,8.571428571428571
13887,AR,5,2020-08-02,43710,623.0,729.1428571428571,460,3.0,8.714285714285714
13888,AR,5,2020-08-03,44596,886.0,740.1428571428571,473,13.0,9.571428571428571
13889,AR,5,2020-08-04,45380,784.0,748.1428571428571,488,15.0,11.714285714285714
13890,AR,5,2020-08-05,46291,911.0,768.1428571428571,506,18.0,10.571428571428571
13891,AR,5,2020-08-06,47028,737.0,761.5714285714286,513,7.0,10.428571428571429
13892,AR,5,2020-08-07,48024,996.0,799.0,520,7.0,9.857142857142858
13893,AR,5,2020-08-08,48811,787.0,817.7142857142857,534,14.0,11.0
13894,AR,5,2020-08-09,49382,571.0,810.2857142857143,541,7.0,11.571428571428571
13895,AR,5,2020-08-10,50024,642.0,775.4285714285714,552,11.0,11.285714285714286
13896,AR,5,2020-08-11,50409,385.0,718.4285714285714,563,11.0,10.714285714285714
13897,AR,5,2020-08-12,51111,702.0,688.5714285714286,570,7.0,9.142857142857142
13898,AR,5,2020-08-13,51763,652.0,676.4285714285714,579,9.0,9.428571428571429
13899,AR,5,2020-08-14,52387,624.0,623.2857142857143,583,4.0,9.0
13900,AR,5,2020-08-15,51989,-398.0,454.0,596,13.0,8.857142857142858
13901,AR,5,2020-08-16,52663,674.0,468.7142857142857,596,0.0,7.857142857142857
13902,AR,5,2020-08-17,53073,410.0,435.57142857142856,599,3.0,6.714285714285714
13903,AR,5,2020-08-18,53486,413.0,439.57142857142856,614,15.0,7.285714285714286
13904,AR,5,2020-08-19,54211,725.0,442.85714285714283,628,14.0,8.285714285714286
13905,AR,5,2020-08-20,54765,554.0,428.85714285714283,638,10.0,8.428571428571429
13906,AR,5,2020-08-21,55651,886.0,466.2857142857143,661,23.0,11.142857142857142
13907,AR,5,2020-08-22,56196,545.0,601.0,672,11.0,10.857142857142858
13908,AR,5,2020-08-23,56569,373.0,558.0,685,13.0,12.714285714285714
13909,AR,5,2020-08-24,56888,319.0,545.0,694,9.0,13.571428571428571
13910,AR,5,2020-08-25,57373,485.0,555.2857142857143,709,15.0,13.571428571428571
13911,AR,5,2020-08-26,58023,650.0,544.5714285714286,731,22.0,14.714285714285714
13912,AR,5,2020-08-27,58744,721.0,568.4285714285714,737,6.0,14.142857142857142
13913,AR,5,2020-08-28,59579,835.0,561.1428571428571,752,15.0,13.0
13914,AR,5,2020-08-29,60378,799.0,597.4285714285714,769,17.0,13.857142857142858
13915,AR,5,2020-08-30,60852,474.0,611.8571428571429,782,13.0,13.857142857142858
13916,AR,5,2020-08-31,61219,367.0,618.7142857142857,795,13.0,14.428571428571429
13917,AR,5,2020-09-01,61493,274.0,588.5714285714286,813,18.0,14.857142857142858
13918,AR,5,2020-09-02,62111,618.0,584.0,840,27.0,15.571428571428571
13919,AR,5,2020-09-03,63080,969.0,619.4285714285714,860,20.0,17.571428571428573
13920,AR,5,2020-09-04,64175,1095.0,656.5714285714286,872,12.0,17.142857142857142
13921,AR,5,2020-09-05,64690,515.0,616.0,881,9.0,16.0
13922,AR,5,2020-09-06,65377,687.0,646.4285714285714,893,12.0,15.857142857142858
13923,AR,5,2020-09-07,65724,347.0,643.5714285714286,908,15.0,16.142857142857142
13924,AR,5,2020-09-08,66019,295.0,646.5714285714286,917,9.0,14.857142857142858
13925,AR,5,2020-09-09,66402,383.0,613.0,928,11.0,12.571428571428571
13926,AR,5,2020-09-10,66804,402.0,532.0,940,12.0,11.428571428571429
13927,AR,5,2020-09-11,67911,1107.0,533.7142857142857,953,13.0,11.571428571428571
13928,AR,5,2020-09-12,68309,398.0,517.0,953,0.0,10.285714285714286
13929,AR,5,2020-09-13,70217,1908.0,691.4285714285714,980,27.0,12.428571428571429
13930,AR,5,2020-09-14,70625,408.0,700.1428571428571,991,11.0,11.857142857142858
13931,AR,5,2020-09-15,71354,729.0,762.1428571428571,1009,18.0,13.142857142857142
13932,AR,5,2020-09-16,72219,865.0,831.0,1155,146.0,32.42857142857143
13933,AR,5,2020-09-17,73209,990.0,915.0,1163,8.0,31.857142857142858
13934,AR,5,2020-09-18,74080,871.0,881.2857142857143,1171,8.0,31.142857142857142
13935,AR,5,2020-09-19,75160,1080.0,978.7142857142857,1179,8.0,32.285714285714285
13936,AR,5,2020-09-20,75718,558.0,785.8571428571429,1179,0.0,28.428571428571427
13937,AR,5,2020-09-21,76363,645.0,819.7142857142857,1194,15.0,29.0
13938,AR,5,2020-09-22,76980,617.0,803.7142857142857,1206,12.0,28.142857142857142
13939,AR,5,2020-09-23,77963,983.0,820.5714285714286,1226,20.0,10.142857142857142
13940,AR,5,2020-09-24,79049,1086.0,834.2857142857143,1243,17.0,11.428571428571429
13941,AR,5,2020-09-25,79946,897.0,838.0,1263,20.0,13.142857142857142
13942,AR,5,2020-09-26,80755,809.0,799.2857142857143,1282,19.0,14.714285714285714
13943,AR,5,2020-09-27,81242,487.0,789.1428571428571,1303,21.0,17.714285714285715
13944,AR,5,2020-09-28,82049,807.0,812.2857142857143,1324,21.0,18.571428571428573
13945,AR,5,2020-09-29,82755,706.0,825.0,1345,21.0,19.857142857142858
13946,AR,5,2020-09-30,83697,942.0,819.1428571428571,1364,19.0,19.714285714285715
13947,AR,5,2020-10-01,84821,1124.0,824.5714285714286,1379,15.0,19.428571428571427
13948,AR,5,2020-10-02,85777,956.0,833.0,1385,6.0,17.428571428571427
13949,AR,5,2020-10-03,86525,748.0,824.2857142857143,1401,16.0,17.0
13950,AR,5,2020-10-04,87013,488.0,824.4285714285714,1418,17.0,16.428571428571427
13951,AR,5,2020-10-05,87430,417.0,768.7142857142857,1418,0.0,13.428571428571429
13952,AR,5,2020-10-06,88068,638.0,759.0,1462,44.0,16.714285714285715
13953,AR,5,2020-10-07,88880,812.0,740.4285714285714,1474,12.0,15.714285714285714
13954,AR,5,2020-10-08,90145,1265.0,760.5714285714286,1495,21.0,16.571428571428573
13955,AR,5,2020-10-09,91312,1167.0,790.7142857142857,1521,26.0,19.428571428571427
13956,AR,5,2020-10-10,92220,908.0,813.5714285714286,1544,23.0,20.428571428571427
13957,AR,5,2020-10-11,92833,613.0,831.4285714285714,1559,15.0,20.142857142857142
13958,AR,5,2020-10-12,93486,653.0,865.1428571428571,1576,17.0,22.571428571428573
13959,AR,5,2020-10-13,94166,680.0,871.1428571428571,1600,24.0,19.714285714285715
13960,AR,5,2020-10-14,95245,1079.0,909.2857142857143,1623,23.0,21.285714285714285
13961,AR,5,2020-10-15,96523,1278.0,911.1428571428571,1635,12.0,20.0
13962,AR,5,2020-10-16,97538,1015.0,889.4285714285714,1656,21.0,19.285714285714285
13963,AR,5,2020-10-17,98421,883.0,885.8571428571429,1682,26.0,19.714285714285715
13964,AR,5,2020-10-18,99063,642.0,890.0,1701,19.0,20.285714285714285
13965,AR,5,2020-10-19,99595,532.0,872.7142857142857,1711,10.0,19.285714285714285
13966,AR,5,2020-10-20,100441,846.0,896.4285714285714,1726,15.0,18.0
13967,AR,5,2020-10-21,101596,1155.0,907.2857142857143,1748,22.0,17.857142857142858
13968,AR,5,2020-10-22,102798,1202.0,896.4285714285714,1768,20.0,19.0
13969,AR,5,2020-10-23,104135,1337.0,942.4285714285714,1779,11.0,17.571428571428573
13970,AR,5,2020-10-24,105318,1183.0,985.2857142857143,1794,15.0,16.0
13971,AR,5,2020-10-25,106115,797.0,1007.4285714285714,1808,14.0,15.285714285714286
13972,AR,5,2020-10-26,106727,612.0,1018.8571428571429,1828,20.0,16.714285714285715
13973,AR,5,2020-10-27,107679,952.0,1034.0,1853,25.0,18.142857142857142
13974,AR,5,2020-10-28,108640,961.0,1006.2857142857143,1870,17.0,17.428571428571427
13975,AR,5,2020-10-29,109712,1072.0,987.7142857142857,1888,18.0,17.142857142857142
13976,AR,5,2020-10-30,110874,1162.0,962.7142857142857,1895,7.0,16.571428571428573
13977,AR,5,2020-10-31,112190,1316.0,981.7142857142857,1924,29.0,18.571428571428573
13978,AR,5,2020-11-01,113054,864.0,991.2857142857143,1957,33.0,21.285714285714285
13979,AR,5,2020-11-02,113640,586.0,987.5714285714286,1983,26.0,22.142857142857142
13980,AR,5,2020-11-03,114513,873.0,976.2857142857143,2001,18.0,21.142857142857142
13981,AR,5,2020-11-04,115805,1292.0,1023.5714285714286,2025,24.0,22.142857142857142
13982,AR,5,2020-11-05,117360,1555.0,1092.5714285714287,2036,11.0,21.142857142857142
13983,AR,5,2020-11-06,119230,1870.0,1193.7142857142858,2054,18.0,22.714285714285715
13984,AR,5,2020-11-07,120828,1598.0,1234.0,2066,12.0,20.285714285714285
13985,AR,5,2020-11-08,121866,1038.0,1258.857142857143,2083,17.0,18.0
13986,AR,5,2020-11-09,122811,945.0,1310.142857142857,2106,23.0,17.571428571428573
13987,AR,5,2020-11-10,124235,1424.0,1388.857142857143,2109,3.0,15.428571428571429
13988,AR,5,2020-11-11,126197,1962.0,1484.5714285714287,2122,13.0,13.857142857142858
13989,AR,5,2020-11-12,128006,1809.0,1520.857142857143,2140,18.0,14.857142857142858
13990,AR,5,2020-11-13,130317,2311.0,1583.857142857143,2144,4.0,12.857142857142858
13991,AR,5,2020-11-14,132163,1846.0,1619.2857142857142,2155,11.0,12.714285714285714
13992,AR,5,2020-11-15,133039,876.0,1596.142857142857,2180,25.0,13.857142857142858
13993,AR,5,2020-11-16,134346,1307.0,1647.857142857143,2222,42.0,16.571428571428573
13994,AR,5,2020-11-17,135902,1556.0,1666.7142857142858,2242,20.0,19.0
13995,AR,5,2020-11-18,137617,1715.0,1631.4285714285713,2272,30.0,21.428571428571427
13996,AR,5,2020-11-19,139855,2238.0,1692.7142857142858,2293,21.0,21.857142857142858
13997,AR,5,2020-11-20,141916,2061.0,1657.0,2317,24.0,24.714285714285715
13998,AR,5,2020-11-21,143821,1905.0,1665.4285714285713,2329,12.0,24.857142857142858
13999,AR,5,2020-11-22,145173,1352.0,1733.4285714285713,2349,20.0,24.142857142857142
14000,AR,5,2020-11-23,146190,1017.0,1692.0,2376,27.0,22.0
14001,AR,5,2020-11-24,148312,2122.0,1772.857142857143,2394,18.0,21.714285714285715
14002,AR,5,2020-11-25,150277,1965.0,1808.5714285714287,2414,20.0,20.285714285714285
14003,AR,5,2020-11-26,152624,2347.0,1824.142857142857,2425,11.0,18.857142857142858
14004,AR,5,2020-11-27,153677,1053.0,1680.142857142857,2425,0.0,15.428571428571429
14005,AR,5,2020-11-28,155026,1349.0,1600.7142857142858,2436,11.0,15.285714285714286
14006,AR,5,2020-11-29,156247,1221.0,1582.0,2470,34.0,17.285714285714285
14007,AR,5,2020-11-30,157359,1112.0,1595.5714285714287,2502,32.0,18.0
14008,AR,5,2020-12-01,159309,1950.0,1571.0,2512,10.0,16.857142857142858
14009,AR,5,2020-12-02,161521,2212.0,1606.2857142857142,2522,10.0,15.428571428571429
14010,AR,5,2020-12-03,164310,2789.0,1669.4285714285713,2555,33.0,18.571428571428573
14011,AR,5,2020-12-04,167135,2825.0,1922.5714285714287,2586,31.0,23.0
14012,AR,5,2020-12-05,169380,2245.0,2050.5714285714284,2620,34.0,26.285714285714285
14013,AR,5,2020-12-06,170923,1543.0,2096.5714285714284,2660,40.0,27.142857142857142
14014,AR,5,2020-12-07,172042,1119.0,2097.5714285714284,2713,53.0,30.142857142857142
14015,AR,5,2020-12-08,174325,2283.0,2145.1428571428573,2751,38.0,34.142857142857146
14016,AR,5,2020-12-09,176652,2327.0,2161.5714285714284,2785,34.0,37.57142857142857
14017,AR,5,2020-12-10,178854,2202.0,2077.714285714286,2819,34.0,37.714285714285715
14018,AR,5,2020-12-11,181624,2770.0,2069.8571428571427,2874,55.0,41.142857142857146
14019,AR,5,2020-12-12,184252,2628.0,2124.5714285714284,2910,36.0,41.42857142857143
14020,AR,5,2020-12-13,185702,1450.0,2111.285714285714,2944,34.0,40.57142857142857
14021,AR,5,2020-12-14,187057,1355.0,2145.0,2989,45.0,39.42857142857143
14022,AR,5,2020-12-15,189198,2141.0,2124.714285714286,3016,27.0,37.857142857142854
14023,AR,5,2020-12-16,191504,2306.0,2121.714285714286,3073,57.0,41.142857142857146
14024,AR,5,2020-12-17,194540,3036.0,2240.8571428571427,3112,39.0,41.857142857142854
14025,AR,5,2020-12-18,197421,2881.0,2256.714285714286,3139,27.0,37.857142857142854
14026,AR,5,2020-12-19,200113,2692.0,2265.8571428571427,3191,52.0,40.142857142857146
14027,AR,5,2020-12-20,201650,1537.0,2278.285714285714,3237,46.0,41.857142857142854
14028,VT,50,2020-01-22,0,,,0,,
14029,VT,50,2020-01-23,0,0.0,,0,0.0,
14030,VT,50,2020-01-24,0,0.0,,0,0.0,
14031,VT,50,2020-01-25,0,0.0,,0,0.0,
14032,VT,50,2020-01-26,0,0.0,,0,0.0,
14033,VT,50,2020-01-27,0,0.0,,0,0.0,
14034,VT,50,2020-01-28,0,0.0,,0,0.0,
14035,VT,50,2020-01-29,0,0.0,0.0,0,0.0,0.0
14036,VT,50,2020-01-30,0,0.0,0.0,0,0.0,0.0
14037,VT,50,2020-01-31,0,0.0,0.0,0,0.0,0.0
14038,VT,50,2020-02-01,0,0.0,0.0,0,0.0,0.0
14039,VT,50,2020-02-02,0,0.0,0.0,0,0.0,0.0
14040,VT,50,2020-02-03,0,0.0,0.0,0,0.0,0.0
14041,VT,50,2020-02-04,0,0.0,0.0,0,0.0,0.0
14042,VT,50,2020-02-05,0,0.0,0.0,0,0.0,0.0
14043,VT,50,2020-02-06,0,0.0,0.0,0,0.0,0.0
14044,VT,50,2020-02-07,0,0.0,0.0,0,0.0,0.0
14045,VT,50,2020-02-08,0,0.0,0.0,0,0.0,0.0
14046,VT,50,2020-02-09,0,0.0,0.0,0,0.0,0.0
14047,VT,50,2020-02-10,0,0.0,0.0,0,0.0,0.0
14048,VT,50,2020-02-11,0,0.0,0.0,0,0.0,0.0
14049,VT,50,2020-02-12,0,0.0,0.0,0,0.0,0.0
14050,VT,50,2020-02-13,0,0.0,0.0,0,0.0,0.0
14051,VT,50,2020-02-14,0,0.0,0.0,0,0.0,0.0
14052,VT,50,2020-02-15,0,0.0,0.0,0,0.0,0.0
14053,VT,50,2020-02-16,0,0.0,0.0,0,0.0,0.0
14054,VT,50,2020-02-17,0,0.0,0.0,0,0.0,0.0
14055,VT,50,2020-02-18,0,0.0,0.0,0,0.0,0.0
14056,VT,50,2020-02-19,0,0.0,0.0,0,0.0,0.0
14057,VT,50,2020-02-20,0,0.0,0.0,0,0.0,0.0
14058,VT,50,2020-02-21,0,0.0,0.0,0,0.0,0.0
14059,VT,50,2020-02-22,0,0.0,0.0,0,0.0,0.0
14060,VT,50,2020-02-23,0,0.0,0.0,0,0.0,0.0
14061,VT,50,2020-02-24,0,0.0,0.0,0,0.0,0.0
14062,VT,50,2020-02-25,0,0.0,0.0,0,0.0,0.0
14063,VT,50,2020-02-26,0,0.0,0.0,0,0.0,0.0
14064,VT,50,2020-02-27,0,0.0,0.0,0,0.0,0.0
14065,VT,50,2020-02-28,0,0.0,0.0,0,0.0,0.0
14066,VT,50,2020-02-29,0,0.0,0.0,0,0.0,0.0
14067,VT,50,2020-03-01,0,0.0,0.0,0,0.0,0.0
14068,VT,50,2020-03-02,0,0.0,0.0,0,0.0,0.0
14069,VT,50,2020-03-03,0,0.0,0.0,0,0.0,0.0
14070,VT,50,2020-03-04,0,0.0,0.0,0,0.0,0.0
14071,VT,50,2020-03-05,0,0.0,0.0,0,0.0,0.0
14072,VT,50,2020-03-06,0,0.0,0.0,0,0.0,0.0
14073,VT,50,2020-03-07,0,0.0,0.0,0,0.0,0.0
14074,VT,50,2020-03-08,1,1.0,0.14285714285714285,0,0.0,0.0
14075,VT,50,2020-03-09,1,0.0,0.14285714285714285,0,0.0,0.0
14076,VT,50,2020-03-10,1,0.0,0.14285714285714285,0,0.0,0.0
14077,VT,50,2020-03-11,1,0.0,0.14285714285714285,0,0.0,0.0
14078,VT,50,2020-03-12,2,1.0,0.2857142857142857,0,0.0,0.0
14079,VT,50,2020-03-13,2,0.0,0.2857142857142857,0,0.0,0.0
14080,VT,50,2020-03-14,4,2.0,0.5714285714285714,0,0.0,0.0
14081,VT,50,2020-03-15,4,0.0,0.42857142857142855,0,0.0,0.0
14082,VT,50,2020-03-16,8,4.0,1.0,0,0.0,0.0
14083,VT,50,2020-03-17,12,4.0,1.5714285714285714,0,0.0,0.0
14084,VT,50,2020-03-18,18,6.0,2.4285714285714284,0,0.0,0.0
14085,VT,50,2020-03-19,20,2.0,2.5714285714285716,2,2.0,0.2857142857142857
14086,VT,50,2020-03-20,32,12.0,4.285714285714286,2,0.0,0.2857142857142857
14087,VT,50,2020-03-21,48,16.0,6.285714285714286,2,0.0,0.2857142857142857
14088,VT,50,2020-03-22,53,5.0,7.0,2,0.0,0.2857142857142857
14089,VT,50,2020-03-23,76,23.0,9.714285714285714,5,3.0,0.7142857142857143
14090,VT,50,2020-03-24,95,19.0,11.857142857142858,7,2.0,1.0
14091,VT,50,2020-03-25,123,28.0,15.0,8,1.0,1.1428571428571428
14092,VT,50,2020-03-26,158,35.0,19.714285714285715,9,1.0,1.0
14093,VT,50,2020-03-27,184,26.0,21.714285714285715,10,1.0,1.1428571428571428
14094,VT,50,2020-03-28,211,27.0,23.285714285714285,12,2.0,1.4285714285714286
14095,VT,50,2020-03-29,234,23.0,25.857142857142858,12,0.0,1.4285714285714286
14096,VT,50,2020-03-30,256,22.0,25.714285714285715,12,0.0,1.0
14097,VT,50,2020-03-31,292,36.0,28.142857142857142,12,0.0,0.7142857142857143
14098,VT,50,2020-04-01,320,28.0,28.142857142857142,13,1.0,0.7142857142857143
14099,VT,50,2020-04-02,338,18.0,25.714285714285715,14,1.0,0.7142857142857143
14100,VT,50,2020-04-03,389,51.0,29.285714285714285,14,0.0,0.5714285714285714
14101,VT,50,2020-04-04,461,72.0,35.714285714285715,16,2.0,0.5714285714285714
14102,VT,50,2020-04-05,512,51.0,39.714285714285715,18,2.0,0.8571428571428571
14103,VT,50,2020-04-06,543,31.0,41.0,19,1.0,1.0
14104,VT,50,2020-04-07,575,32.0,40.42857142857143,23,4.0,1.5714285714285714
14105,VT,50,2020-04-08,605,30.0,40.714285714285715,23,0.0,1.4285714285714286
14106,VT,50,2020-04-09,628,23.0,41.42857142857143,23,0.0,1.2857142857142858
14107,VT,50,2020-04-10,679,51.0,41.42857142857143,23,0.0,1.2857142857142858
14108,VT,50,2020-04-11,711,32.0,35.714285714285715,24,1.0,1.1428571428571428
14109,VT,50,2020-04-12,727,16.0,30.714285714285715,26,2.0,1.1428571428571428
14110,VT,50,2020-04-13,748,21.0,29.285714285714285,27,1.0,1.1428571428571428
14111,VT,50,2020-04-14,752,4.0,25.285714285714285,28,1.0,0.7142857142857143
14112,VT,50,2020-04-15,759,7.0,22.0,29,1.0,0.8571428571428571
14113,VT,50,2020-04-16,768,9.0,20.0,34,5.0,1.5714285714285714
14114,VT,50,2020-04-17,779,11.0,14.285714285714286,34,0.0,1.5714285714285714
14115,VT,50,2020-04-18,802,23.0,13.0,36,2.0,1.7142857142857142
14116,VT,50,2020-04-19,811,9.0,12.0,36,0.0,1.4285714285714286
14117,VT,50,2020-04-20,813,2.0,9.285714285714286,37,1.0,1.4285714285714286
14118,VT,50,2020-04-21,816,3.0,9.142857142857142,39,2.0,1.5714285714285714
14119,VT,50,2020-04-22,820,4.0,8.714285714285714,39,0.0,1.4285714285714286
14120,VT,50,2020-04-23,824,4.0,8.0,42,3.0,1.1428571428571428
14121,VT,50,2020-04-24,826,2.0,6.714285714285714,43,1.0,1.2857142857142858
14122,VT,50,2020-04-25,841,15.0,5.571428571428571,45,2.0,1.2857142857142858
14123,VT,50,2020-04-26,849,8.0,5.428571428571429,45,0.0,1.2857142857142858
14124,VT,50,2020-04-27,854,5.0,5.857142857142857,46,1.0,1.2857142857142858
14125,VT,50,2020-04-28,861,7.0,6.428571428571429,46,0.0,1.0
14126,VT,50,2020-04-29,861,0.0,5.857142857142857,46,0.0,1.0
14127,VT,50,2020-04-30,865,4.0,5.857142857142857,48,2.0,0.8571428571428571
14128,VT,50,2020-05-01,878,13.0,7.428571428571429,49,1.0,0.8571428571428571
14129,VT,50,2020-05-02,885,7.0,6.285714285714286,50,1.0,0.7142857142857143
14130,VT,50,2020-05-03,897,12.0,6.857142857142857,52,2.0,1.0
14131,VT,50,2020-05-04,902,5.0,6.857142857142857,52,0.0,0.8571428571428571
14132,VT,50,2020-05-05,905,3.0,6.285714285714286,52,0.0,0.8571428571428571
14133,VT,50,2020-05-06,908,3.0,6.714285714285714,52,0.0,0.8571428571428571
14134,VT,50,2020-05-07,915,7.0,7.142857142857143,53,1.0,0.7142857142857143
14135,VT,50,2020-05-08,917,2.0,5.571428571428571,53,0.0,0.5714285714285714
14136,VT,50,2020-05-09,920,3.0,5.0,53,0.0,0.42857142857142855
14137,VT,50,2020-05-10,926,6.0,4.142857142857143,53,0.0,0.14285714285714285
14138,VT,50,2020-05-11,926,0.0,3.4285714285714284,53,0.0,0.14285714285714285
14139,VT,50,2020-05-12,927,1.0,3.142857142857143,53,0.0,0.14285714285714285
14140,VT,50,2020-05-13,931,4.0,3.2857142857142856,53,0.0,0.14285714285714285
14141,VT,50,2020-05-14,931,0.0,2.2857142857142856,53,0.0,0.0
14142,VT,50,2020-05-15,933,2.0,2.2857142857142856,53,0.0,0.0
14143,VT,50,2020-05-16,933,0.0,1.8571428571428572,53,0.0,0.0
14144,VT,50,2020-05-17,940,7.0,2.0,54,1.0,0.14285714285714285
14145,VT,50,2020-05-18,940,0.0,2.0,54,0.0,0.14285714285714285
14146,VT,50,2020-05-19,943,3.0,2.2857142857142856,54,0.0,0.14285714285714285
14147,VT,50,2020-05-20,944,1.0,1.8571428571428572,54,0.0,0.14285714285714285
14148,VT,50,2020-05-21,950,6.0,2.7142857142857144,54,0.0,0.14285714285714285
14149,VT,50,2020-05-22,952,2.0,2.7142857142857144,54,0.0,0.14285714285714285
14150,VT,50,2020-05-23,956,4.0,3.2857142857142856,54,0.0,0.14285714285714285
14151,VT,50,2020-05-24,956,0.0,2.2857142857142856,54,0.0,0.0
14152,VT,50,2020-05-25,962,6.0,3.142857142857143,54,0.0,0.0
14153,VT,50,2020-05-26,967,5.0,3.4285714285714284,54,0.0,0.0
14154,VT,50,2020-05-27,971,4.0,3.857142857142857,54,0.0,0.0
14155,VT,50,2020-05-28,973,2.0,3.2857142857142856,55,1.0,0.14285714285714285
14156,VT,50,2020-05-29,975,2.0,3.2857142857142856,55,0.0,0.14285714285714285
14157,VT,50,2020-05-30,977,2.0,3.0,55,0.0,0.14285714285714285
14158,VT,50,2020-05-31,981,4.0,3.5714285714285716,55,0.0,0.14285714285714285
14159,VT,50,2020-06-01,983,2.0,3.0,55,0.0,0.14285714285714285
14160,VT,50,2020-06-02,988,5.0,3.0,55,0.0,0.14285714285714285
14161,VT,50,2020-06-03,990,2.0,2.7142857142857144,55,0.0,0.14285714285714285
14162,VT,50,2020-06-04,1025,35.0,7.428571428571429,55,0.0,0.0
14163,VT,50,2020-06-05,1027,2.0,7.428571428571429,55,0.0,0.0
14164,VT,50,2020-06-06,1046,19.0,9.857142857142858,55,0.0,0.0
14165,VT,50,2020-06-07,1063,17.0,11.714285714285714,55,0.0,0.0
14166,VT,50,2020-06-08,1075,12.0,13.142857142857142,55,0.0,0.0
14167,VT,50,2020-06-09,1083,8.0,13.571428571428571,55,0.0,0.0
14168,VT,50,2020-06-10,1094,11.0,14.857142857142858,55,0.0,0.0
14169,VT,50,2020-06-11,1110,16.0,12.142857142857142,55,0.0,0.0
14170,VT,50,2020-06-12,1119,9.0,13.142857142857142,55,0.0,0.0
14171,VT,50,2020-06-13,1125,6.0,11.285714285714286,55,0.0,0.0
14172,VT,50,2020-06-14,1127,2.0,9.142857142857142,55,0.0,0.0
14173,VT,50,2020-06-15,1128,1.0,7.571428571428571,55,0.0,0.0
14174,VT,50,2020-06-16,1130,2.0,6.714285714285714,55,0.0,0.0
14175,VT,50,2020-06-17,1130,0.0,5.142857142857143,55,0.0,0.0
14176,VT,50,2020-06-18,1135,5.0,3.5714285714285716,56,1.0,0.14285714285714285
14177,VT,50,2020-06-19,1144,9.0,3.5714285714285716,56,0.0,0.14285714285714285
14178,VT,50,2020-06-20,1147,3.0,3.142857142857143,56,0.0,0.14285714285714285
14179,VT,50,2020-06-21,1159,12.0,4.571428571428571,56,0.0,0.14285714285714285
14180,VT,50,2020-06-22,1163,4.0,5.0,56,0.0,0.14285714285714285
14181,VT,50,2020-06-23,1164,1.0,4.857142857142857,56,0.0,0.14285714285714285
14182,VT,50,2020-06-24,1184,20.0,7.714285714285714,56,0.0,0.14285714285714285
14183,VT,50,2020-06-25,1191,7.0,8.0,56,0.0,0.0
14184,VT,50,2020-06-26,1193,2.0,7.0,56,0.0,0.0
14185,VT,50,2020-06-27,1200,7.0,7.571428571428571,56,0.0,0.0
14186,VT,50,2020-06-28,1202,2.0,6.142857142857143,56,0.0,0.0
14187,VT,50,2020-06-29,1208,6.0,6.428571428571429,56,0.0,0.0
14188,VT,50,2020-06-30,1208,0.0,6.285714285714286,56,0.0,0.0
14189,VT,50,2020-07-01,1210,2.0,3.7142857142857144,56,0.0,0.0
14190,VT,50,2020-07-02,1227,17.0,5.142857142857143,56,0.0,0.0
14191,VT,50,2020-07-03,1236,9.0,6.142857142857143,56,0.0,0.0
14192,VT,50,2020-07-04,1238,2.0,5.428571428571429,56,0.0,0.0
14193,VT,50,2020-07-05,1249,11.0,6.714285714285714,56,0.0,0.0
14194,VT,50,2020-07-06,1251,2.0,6.142857142857143,56,0.0,0.0
14195,VT,50,2020-07-07,1253,2.0,6.428571428571429,56,0.0,0.0
14196,VT,50,2020-07-08,1256,3.0,6.571428571428571,56,0.0,0.0
14197,VT,50,2020-07-09,1272,16.0,6.428571428571429,56,0.0,0.0
14198,VT,50,2020-07-10,1277,5.0,5.857142857142857,56,0.0,0.0
14199,VT,50,2020-07-11,1283,6.0,6.428571428571429,56,0.0,0.0
14200,VT,50,2020-07-12,1296,13.0,6.714285714285714,56,0.0,0.0
14201,VT,50,2020-07-13,1301,5.0,7.142857142857143,56,0.0,0.0
14202,VT,50,2020-07-14,1305,4.0,7.428571428571429,56,0.0,0.0
14203,VT,50,2020-07-15,1318,13.0,8.857142857142858,56,0.0,0.0
14204,VT,50,2020-07-16,1325,7.0,7.571428571428571,56,0.0,0.0
14205,VT,50,2020-07-17,1334,9.0,8.142857142857142,56,0.0,0.0
14206,VT,50,2020-07-18,1338,4.0,7.857142857142857,56,0.0,0.0
14207,VT,50,2020-07-19,1350,12.0,7.714285714285714,56,0.0,0.0
14208,VT,50,2020-07-20,1360,10.0,8.428571428571429,56,0.0,0.0
14209,VT,50,2020-07-21,1365,5.0,8.571428571428571,56,0.0,0.0
14210,VT,50,2020-07-22,1366,1.0,6.857142857142857,56,0.0,0.0
14211,VT,50,2020-07-23,1377,11.0,7.428571428571429,56,0.0,0.0
14212,VT,50,2020-07-24,1384,7.0,7.142857142857143,56,0.0,0.0
14213,VT,50,2020-07-25,1396,12.0,8.285714285714286,56,0.0,0.0
14214,VT,50,2020-07-26,1400,4.0,7.142857142857143,56,0.0,0.0
14215,VT,50,2020-07-27,1404,4.0,6.285714285714286,56,0.0,0.0
14216,VT,50,2020-07-28,1405,1.0,5.714285714285714,56,0.0,0.0
14217,VT,50,2020-07-29,1405,0.0,5.571428571428571,56,0.0,0.0
